,COUNTRY,INDICATOR,TYPE_OF_TRANSFORMATION,FREQUENCY,SCALE,2016,2017,2018,2019,2020,2021,2022,2023,2024
44,France,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
45,West Bank and Gaza,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,78.12899997964026,,,
46,"Equatorial Guinea, Republic of",Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
47,"Aruba, Kingdom of the Netherlands",Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
48,"Yemen, Republic of",Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
49,Bosnia and Herzegovina,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
50,Italy,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
51,"Moldova, Republic of",Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
52,"Poland, Republic of",Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
53,Mauritius,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,113.4753227876664,67.44736630260095,129.6037754210302,120.7062950721729,145.9299419753145,136.7770415243761,144.7496808251887,196.0492176612547,
54,Spain,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
55,"Kazakhstan, Republic of",Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
56,Russian Federation,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
57,Austria,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
58,Finland,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
59,"Iran, Islamic Republic of",Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
60,Albania,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,113.5311060638743,,2.467695904129699,3.570610892635889,5.839913061526857,8.317338451695457,31.37705619044593,66.28056265330378,
61,Belize,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
62,Slovak Republic,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
63,Ireland,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
64,Seychelles,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,4.638994524907625,3.940899861066581,3.995713208346013,3.605375286791216,1.71555567108119,,
65,Ukraine,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
66,"Uzbekistan, Republic of",Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
67,Luxembourg,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
68,St. Kitts and Nevis,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
69,Lebanon,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
70,United Kingdom,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
71,Guatemala,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,137.4657369975267,155.0499871079152,175.2515848490117,198.6166871245178,227.3133406037411,264.0687506497506,318.7502817488686,1647.27700939566,
72,Dominican Republic,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
73,New Zealand,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
74,"China, People's Republic of",Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
75,"Kosovo, Republic of",Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
76,Brunei Darussalam,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
77,Montenegro,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
78,"Slovenia, Republic of",Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
79,"Montserrat, United Kingdom-British Overseas Territory",Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
80,Kuwait,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
81,"Macao Special Administrative Region, People's Republic of China",Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
82,Kyrgyz Republic,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
83,Singapore,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
84,Antigua and Barbuda,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
85,Peru,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
86,St. Vincent and the Grenadines,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
87,"Anguilla, United Kingdom-British Overseas Territory",Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
88,Grenada,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
89,St. Lucia,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
90,"Lithuania, Republic of",Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
91,Maldives,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,10.51465214418747,19.90308504160747,19.21733835390026,14.73030773677996,63.12251056713973,62.74288794687707,
92,"Croatia, Republic of",Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
93,Nicaragua,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,38.43653570495484,55.21515312910921,79.79993019930629,121.6730458730842,75.77154182624086,64.90262446892922,
94,Switzerland,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
95,Jamaica,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,7.834124851403972,9.901562666486956,59.7277831667084,52.53960299151443,44.45432456369216,1.955055346906503,0.6347117486242788,
96,Argentina,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
97,Chile,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
98,Costa Rica,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
99,Cyprus,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
100,Malta,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
101,Bhutan,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
102,Czech Republic,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
103,Israel,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
104,"Egypt, Arab Republic of",Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,16.30774416499249,32.90312590751385,74.11586189462363,107.9768909680846,181.7708207559564,
105,"Timor-Leste, Democratic Republic of",Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
106,Trinidad and Tobago,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
107,Angola,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,5.046446747368433,7.177856143694955,6.325838827216814,10.84111563049255,,
108,"Netherlands, The",Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
109,"Bahamas, The",Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,168.8626991679477,285.9084470964048,376.1610551478896,
110,Uganda,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,662.9313638618604,720.0256847799589,819.0670606649697,902.0179568383476,973.140138086694,1029.918793043285,
111,Dominica,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
112,Suriname,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
113,Cambodia,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,60.38106322024521,212.3048509901631,284.8821993272619,182.5959758859907,368.9904206547385,551.7913126516065,879.4191901175261,915.2560994064978,
114,Iraq,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,2.152027485350719,2.633635691432206,4.501696835538293,,3.970034319997448,,14.32536937665844,,
115,Sudan,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,28.74628648817,49.8240250997152,184.991046409564,,,,,,
116,Paraguay,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,332.020866890714,351.2816362886613,358.8999394155208,379.3056534403566,530.7754905867235,465.4945804128201,554.7865428137587,543.370502229725,
117,Colombia,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
118,United States,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
119,Tonga,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,364.076843294788,395.920797520724,442.955738934734,,,,,,
120,Portugal,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
121,"Micronesia, Federated States of",Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
122,Vietnam,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,70.57657549476724,
123,Sweden,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
124,Djibouti,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
125,El Salvador,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,81.99257159663374,93.11385223083914,112.0726301536764,96.4979083513802,
126,"South Sudan, Republic of",Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
127,Honduras,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,108.6615563558906,111.0219857046079,63.70619730824934,
128,"Gambia, The",Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,7.461244471164169,14.3990710544931,38.62193627286649,47.30933395461486,65.9883779356641,
129,Lao People's Democratic Republic,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
130,Algeria,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
131,India,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,827.6387650035317,1155.570197966109,1171.498049798727,339.7080455399484,386.5956524739425,
132,"Marshall Islands, Republic of the",Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
133,Cabo Verde,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,538.5116062374962,572.8677689482291,
134,United Arab Emirates,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
135,Burundi,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
136,"Serbia, Republic of",Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
137,Barbados,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
138,Germany,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
139,Central African Republic,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,0.16894948650566,1.12378894936936,,,,,,,
140,Norway,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
141,Panama,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
142,"Azerbaijan, Republic of",Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
143,Brazil,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
144,Libya,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,0.0950458431734514,16.9333433618592,19.1718289506869,17.5098676073835,17.7887772868624,13.558821012672,,
145,Sierra Leone,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,275.3871781259307,326.5611055195652,
146,Romania,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
147,"Andorra, Principality of",Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
148,Namibia,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,731.4093792928317,632.0710472881314,953.43180557285,1064.505047708407,851.2368746197938,1298.569777923715,1443.45173360184,1329.066542074756,
149,"Tanzania, United Republic of",Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,1348.203473331123,
150,Zambia,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,56.7000611832024,152.0695774040128,347.8900816305627,472.2316088132563,807.6219946345306,893.0920693869472,983.2060019640192,1093.696557704818,
151,Guyana,Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,21.29066682699173,32.33342033632872,19.81922454007118,19.54214736856908,34.30476072905553,29.19520950984477,,,
152,"São Tomé and Príncipe, Democratic Republic of",Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
153,"Mauritania, Islamic Republic of",Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,39.65789070664294,58.44470542429133,,,
154,"Eswatini, Kingdom of",Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,595.4835720080544,704.577743674357,809.3654628257442,597.4436080198964,746.4545008488207,805.1108271045531,932.9694862901108,856.9695810601334,
155,"Nauru, Republic of",Number of active mobile money accounts,"Per 1,000 adults",Annual,Units,,,,,,,,,
