country,year,code,value_world,value_bw
Czechia,2000,CZE,12543.9364338645,14.0
Czechia,2000,CZE,12543.9364338645,31.0
Czechia,2000,CZE,12543.9364338645,45.0
Czechia,2002,CZE,6.17736149,36.2
Czechia,2002,CZE,6.17736149,51.1
Czechia,2002,CZE,6.17736149,14.8
Czechia,2002,CZE,,36.2
Czechia,2002,CZE,,51.1
Czechia,2002,CZE,,14.8
Czechia,2002,CZE,73.809,36.2
Czechia,2002,CZE,73.809,51.1
Czechia,2002,CZE,73.809,14.8
Czechia,2002,CZE,13179.9878099111,36.2
Czechia,2002,CZE,13179.9878099111,51.1
Czechia,2002,CZE,13179.9878099111,14.8
Czechia,2005,CZE,6.34086704,17.0
Czechia,2005,CZE,6.34086704,35.0
Czechia,2005,CZE,6.34086704,52.0
Czechia,2005,CZE,,17.0
Czechia,2005,CZE,,35.0
Czechia,2005,CZE,,52.0
Czechia,2005,CZE,73.602,17.0
Czechia,2005,CZE,73.602,35.0
Czechia,2005,CZE,73.602,52.0
Czechia,2005,CZE,15147.7214429473,17.0
Czechia,2005,CZE,15147.7214429473,35.0
Czechia,2005,CZE,15147.7214429473,52.0
Czechia,2008,CZE,6.33024931,22.0
Czechia,2008,CZE,6.33024931,36.8
Czechia,2008,CZE,6.33024931,34.0
Czechia,2008,CZE,6.33024931,55.1
Czechia,2008,CZE,6.33024931,56.0
Czechia,2008,CZE,6.33024931,18.3
Czechia,2008,CZE,,22.0
Czechia,2008,CZE,,36.8
Czechia,2008,CZE,,34.0
Czechia,2008,CZE,,55.1
Czechia,2008,CZE,,56.0
Czechia,2008,CZE,,18.3
Czechia,2008,CZE,73.394,22.0
Czechia,2008,CZE,73.394,36.8
Czechia,2008,CZE,73.394,34.0
Czechia,2008,CZE,73.394,55.1
Czechia,2008,CZE,73.394,56.0
Czechia,2008,CZE,73.394,18.3
Czechia,2008,CZE,17190.6470317686,22.0
Czechia,2008,CZE,17190.6470317686,36.8
Czechia,2008,CZE,17190.6470317686,34.0
Czechia,2008,CZE,17190.6470317686,55.1
Czechia,2008,CZE,17190.6470317686,56.0
Czechia,2008,CZE,17190.6470317686,18.3
Czechia,2010,CZE,7.55343866,21.0
Czechia,2010,CZE,7.55343866,34.0
Czechia,2010,CZE,7.55343866,55.0
Czechia,2010,CZE,,21.0
Czechia,2010,CZE,,34.0
Czechia,2010,CZE,,55.0
Czechia,2010,CZE,73.255,21.0
Czechia,2010,CZE,73.255,34.0
Czechia,2010,CZE,73.255,55.0
Czechia,2010,CZE,16665.9317833287,21.0
Czechia,2010,CZE,16665.9317833287,34.0
Czechia,2010,CZE,16665.9317833287,55.0
Czechia,2014,CZE,7.59510136,36.7
Czechia,2014,CZE,7.59510136,55.4
Czechia,2014,CZE,7.59510136,18.7
Czechia,2014,CZE,,36.7
Czechia,2014,CZE,,55.4
Czechia,2014,CZE,,18.7
Czechia,2014,CZE,73.384,36.7
Czechia,2014,CZE,73.384,55.4
Czechia,2014,CZE,73.384,18.7
Czechia,2014,CZE,17118.0425569684,36.7
Czechia,2014,CZE,17118.0425569684,55.4
Czechia,2014,CZE,17118.0425569684,18.7
Czechia,2019,CZE,7.61342955,39.1
Czechia,2019,CZE,7.61342955,58.4
Czechia,2019,CZE,7.61342955,19.3
Czechia,2019,CZE,,39.1
Czechia,2019,CZE,,58.4
Czechia,2019,CZE,,19.3
Czechia,2019,CZE,73.921,39.1
Czechia,2019,CZE,73.921,58.4
Czechia,2019,CZE,73.921,19.3
Czechia,2019,CZE,20360.0599218778,39.1
Czechia,2019,CZE,20360.0599218778,58.4
Czechia,2019,CZE,20360.0599218778,19.3
Denmark,2000,DNK,8.10438347,41.7
Denmark,2000,DNK,8.10438347,32.3
Denmark,2000,DNK,8.10438347,9.5
Denmark,2000,DNK,,41.7
Denmark,2000,DNK,,32.3
Denmark,2000,DNK,,9.5
Denmark,2000,DNK,85.1,41.7
Denmark,2000,DNK,85.1,32.3
Denmark,2000,DNK,85.1,9.5
Denmark,2000,DNK,49266.9882702373,41.7
Denmark,2000,DNK,49266.9882702373,32.3
Denmark,2000,DNK,49266.9882702373,9.5
Denmark,2005,DNK,9.0905695,44.6
Denmark,2005,DNK,9.0905695,33.2
Denmark,2005,DNK,9.0905695,11.4
Denmark,2005,DNK,,44.6
Denmark,2005,DNK,,33.2
Denmark,2005,DNK,,11.4
Denmark,2005,DNK,85.856,44.6
Denmark,2005,DNK,85.856,33.2
Denmark,2005,DNK,85.856,11.4
Denmark,2005,DNK,52015.1841293483,44.6
Denmark,2005,DNK,52015.1841293483,33.2
Denmark,2005,DNK,52015.1841293483,11.4
Denmark,2010,DNK,10.60774708,46.7
Denmark,2010,DNK,10.60774708,33.3
Denmark,2010,DNK,10.60774708,13.4
Denmark,2010,DNK,,46.7
Denmark,2010,DNK,,33.3
Denmark,2010,DNK,,13.4
Denmark,2010,DNK,86.795,46.7
Denmark,2010,DNK,86.795,33.3
Denmark,2010,DNK,86.795,13.4
Denmark,2010,DNK,51209.4492636368,46.7
Denmark,2010,DNK,51209.4492636368,33.3
Denmark,2010,DNK,51209.4492636368,13.4
Denmark,2013,DNK,10.32915878,47.4
Denmark,2013,DNK,10.32915878,33.3
Denmark,2013,DNK,10.32915878,14.2
Denmark,2013,DNK,,47.4
Denmark,2013,DNK,,33.3
Denmark,2013,DNK,,14.2
Denmark,2013,DNK,87.292,47.4
Denmark,2013,DNK,87.292,33.3
Denmark,2013,DNK,87.292,14.2
Denmark,2013,DNK,51970.3909405024,47.4
Denmark,2013,DNK,51970.3909405024,33.3
Denmark,2013,DNK,51970.3909405024,14.2
Denmark,2014,DNK,10.30918217,14.9
Denmark,2014,DNK,,14.9
Denmark,2014,DNK,87.41,14.9
Denmark,2014,DNK,52368.3625852985,14.9
Denmark,2017,DNK,10.09825516,51.0
Denmark,2017,DNK,10.09825516,34.2
Denmark,2017,DNK,10.09825516,16.8
Denmark,2017,DNK,,51.0
Denmark,2017,DNK,,34.2
Denmark,2017,DNK,,16.8
Denmark,2017,DNK,87.757,51.0
Denmark,2017,DNK,87.757,34.2
Denmark,2017,DNK,87.757,16.8
Denmark,2017,DNK,55601.0145649906,51.0
Denmark,2017,DNK,55601.0145649906,34.2
Denmark,2017,DNK,55601.0145649906,16.8
Denmark,2021,DNK,10.74728584,52.6
Denmark,2021,DNK,10.74728584,34.1
Denmark,2021,DNK,10.74728584,18.5
Denmark,2021,DNK,5.3,52.6
Denmark,2021,DNK,5.3,34.1
Denmark,2021,DNK,5.3,18.5
Denmark,2021,DNK,88.24,52.6
Denmark,2021,DNK,88.24,34.1
Denmark,2021,DNK,88.24,18.5
Denmark,2021,DNK,59803.9202099741,52.6
Denmark,2021,DNK,59803.9202099741,34.1
Denmark,2021,DNK,59803.9202099741,18.5
Denmark,2023,DNK,9.41784573,52.9
Denmark,2023,DNK,9.41784573,18.7
Denmark,2023,DNK,,52.9
Denmark,2023,DNK,,18.7
Denmark,2023,DNK,88.495,52.9
Denmark,2023,DNK,88.495,18.7
Denmark,2023,DNK,61295.9818623394,52.9
Denmark,2023,DNK,61295.9818623394,18.7
Estonia,2000,EST,5.17029095,41.9
Estonia,2000,EST,5.17029095,14.1
Estonia,2000,EST,5.17029095,27.8
Estonia,2000,EST,,41.9
Estonia,2000,EST,,14.1
Estonia,2000,EST,,27.8
Estonia,2000,EST,69.368,41.9
Estonia,2000,EST,69.368,14.1
Estonia,2000,EST,69.368,27.8
Estonia,2000,EST,10006.7692608845,41.9
Estonia,2000,EST,10006.7692608845,14.1
Estonia,2000,EST,10006.7692608845,27.8
Estonia,2002,EST,4.70329475,42.6
Estonia,2002,EST,4.70329475,13.7
Estonia,2002,EST,4.70329475,28.9
Estonia,2002,EST,,42.6
Estonia,2002,EST,,13.7
Estonia,2002,EST,,28.9
Estonia,2002,EST,69.116,42.6
Estonia,2002,EST,69.116,13.7
Estonia,2002,EST,69.116,28.9
Estonia,2002,EST,11474.6621891541,42.6
Estonia,2002,EST,11474.6621891541,13.7
Estonia,2002,EST,11474.6621891541,28.9
Estonia,2004,EST,5.33758926,43.2
Estonia,2004,EST,5.33758926,14.5
Estonia,2004,EST,5.33758926,28.7
Estonia,2004,EST,,43.2
Estonia,2004,EST,,14.5
Estonia,2004,EST,,28.7
Estonia,2004,EST,68.862,43.2
Estonia,2004,EST,68.862,14.5
Estonia,2004,EST,68.862,28.7
Estonia,2004,EST,13348.5275605242,43.2
Estonia,2004,EST,13348.5275605242,14.5
Estonia,2004,EST,13348.5275605242,28.7
Estonia,2006,EST,4.97390509,46.5
Estonia,2006,EST,4.97390509,15.9
Estonia,2006,EST,4.97390509,30.6
Estonia,2006,EST,,46.5
Estonia,2006,EST,,15.9
Estonia,2006,EST,,30.6
Estonia,2006,EST,68.607,46.5
Estonia,2006,EST,68.607,15.9
Estonia,2006,EST,68.607,30.6
Estonia,2006,EST,16234.5146051178,46.5
Estonia,2006,EST,16234.5146051178,15.9
Estonia,2006,EST,16234.5146051178,30.6
Estonia,2008,EST,5.95724869,49.6
Estonia,2008,EST,5.95724869,18.0
Estonia,2008,EST,5.95724869,31.6
Estonia,2008,EST,,49.6
Estonia,2008,EST,,18.0
Estonia,2008,EST,,31.6
Estonia,2008,EST,68.351,49.6
Estonia,2008,EST,68.351,18.0
Estonia,2008,EST,68.351,31.6
Estonia,2008,EST,16688.996845909,49.6
Estonia,2008,EST,16688.996845909,18.0
Estonia,2008,EST,16688.996845909,31.6
Estonia,2010,EST,6.59433842,48.6
Estonia,2010,EST,6.59433842,16.9
Estonia,2010,EST,6.59433842,31.7
Estonia,2010,EST,,48.6
Estonia,2010,EST,,16.9
Estonia,2010,EST,,31.7
Estonia,2010,EST,68.094,48.6
Estonia,2010,EST,68.094,16.9
Estonia,2010,EST,68.094,31.7
Estonia,2010,EST,14657.9387698819,48.6
Estonia,2010,EST,14657.9387698819,16.9
Estonia,2010,EST,14657.9387698819,31.7
Estonia,2012,EST,6.09506845,48.9
Estonia,2012,EST,6.09506845,19.0
Estonia,2012,EST,6.09506845,29.9
Estonia,2012,EST,,48.9
Estonia,2012,EST,,19.0
Estonia,2012,EST,,29.9
Estonia,2012,EST,67.974,48.9
Estonia,2012,EST,67.974,19.0
Estonia,2012,EST,67.974,29.9
Estonia,2012,EST,16460.6838753207,48.9
Estonia,2012,EST,16460.6838753207,19.0
Estonia,2012,EST,16460.6838753207,29.9
Estonia,2014,EST,6.36199951,52.0
Estonia,2014,EST,6.36199951,19.5
Estonia,2014,EST,6.36199951,33.3
Estonia,2014,EST,6.36199951,51.3
Estonia,2014,EST,6.36199951,32.5
Estonia,2014,EST,6.36199951,18.0
Estonia,2014,EST,,52.0
Estonia,2014,EST,,19.5
Estonia,2014,EST,,33.3
Estonia,2014,EST,,51.3
Estonia,2014,EST,,32.5
Estonia,2014,EST,,18.0
Estonia,2014,EST,68.269,52.0
Estonia,2014,EST,68.269,19.5
Estonia,2014,EST,68.269,33.3
Estonia,2014,EST,68.269,51.3
Estonia,2014,EST,68.269,32.5
Estonia,2014,EST,68.269,18.0
Estonia,2014,EST,17413.6860003066,52.0
Estonia,2014,EST,17413.6860003066,19.5
Estonia,2014,EST,17413.6860003066,33.3
Estonia,2014,EST,17413.6860003066,51.3
Estonia,2014,EST,17413.6860003066,32.5
Estonia,2014,EST,17413.6860003066,18.0
Estonia,2016,EST,6.70240974,51.7
Estonia,2016,EST,6.70240974,19.2
Estonia,2016,EST,6.70240974,32.5
Estonia,2016,EST,,51.7
Estonia,2016,EST,,19.2
Estonia,2016,EST,,32.5
Estonia,2016,EST,68.563,51.7
Estonia,2016,EST,68.563,19.2
Estonia,2016,EST,68.563,32.5
Estonia,2016,EST,18264.9867328144,51.7
Estonia,2016,EST,18264.9867328144,19.2
Estonia,2016,EST,18264.9867328144,32.5
Estonia,2018,EST,6.6912818,50.7
Estonia,2018,EST,6.6912818,19.1
Estonia,2018,EST,6.6912818,31.6
Estonia,2018,EST,,50.7
Estonia,2018,EST,,19.1
Estonia,2018,EST,,31.6
Estonia,2018,EST,68.88,50.7
Estonia,2018,EST,68.88,19.1
Estonia,2018,EST,68.88,31.6
Estonia,2018,EST,19914.3445867336,50.7
Estonia,2018,EST,19914.3445867336,19.1
Estonia,2018,EST,19914.3445867336,31.6
Estonia,2020,EST,7.57906437,51.6
Estonia,2020,EST,7.57906437,20.5
Estonia,2020,EST,7.57906437,31.1
Estonia,2020,EST,,51.6
Estonia,2020,EST,,20.5
Estonia,2020,EST,,31.1
Estonia,2020,EST,69.229,51.6
Estonia,2020,EST,69.229,20.5
Estonia,2020,EST,69.229,31.1
Estonia,2020,EST,19946.944991505,51.6
Estonia,2020,EST,19946.944991505,20.5
Estonia,2020,EST,19946.944991505,31.1
Estonia,2022,EST,6.98701143,52.7
Estonia,2022,EST,6.98701143,21.0
Estonia,2022,EST,6.98701143,31.7
Estonia,2022,EST,,52.7
Estonia,2022,EST,,21.0
Estonia,2022,EST,,31.7
Estonia,2022,EST,69.609,52.7
Estonia,2022,EST,69.609,21.0
Estonia,2022,EST,69.609,31.7
Estonia,2022,EST,21080.6519716684,52.7
Estonia,2022,EST,21080.6519716684,21.0
Estonia,2022,EST,21080.6519716684,31.7
Finland,2000,FIN,7.09253168,22.5
Finland,2000,FIN,7.09253168,41.1
Finland,2000,FIN,7.09253168,63.6
Finland,2000,FIN,7.09253168,11.2
Finland,2000,FIN,7.09253168,32.2
Finland,2000,FIN,7.09253168,43.4
Finland,2000,FIN,,22.5
Finland,2000,FIN,,41.1
Finland,2000,FIN,,63.6
Finland,2000,FIN,,11.2
Finland,2000,FIN,,32.2
Finland,2000,FIN,,43.4
Finland,2000,FIN,82.183,22.5
Finland,2000,FIN,82.183,41.1
Finland,2000,FIN,82.183,63.6
Finland,2000,FIN,82.183,11.2
Finland,2000,FIN,82.183,32.2
Finland,2000,FIN,82.183,43.4
Finland,2000,FIN,37872.6021506974,22.5
Finland,2000,FIN,37872.6021506974,41.1
Finland,2000,FIN,37872.6021506974,63.6
Finland,2000,FIN,37872.6021506974,11.2
Finland,2000,FIN,37872.6021506974,32.2
Finland,2000,FIN,37872.6021506974,43.4
Finland,2001,FIN,7.25090456,11.4
Finland,2001,FIN,7.25090456,32.7
Finland,2001,FIN,7.25090456,44.1
Finland,2001,FIN,,11.4
Finland,2001,FIN,,32.7
Finland,2001,FIN,,44.1
Finland,2001,FIN,82.368,11.4
Finland,2001,FIN,82.368,32.7
Finland,2001,FIN,82.368,44.1
Finland,2001,FIN,38784.1309690781,11.4
Finland,2001,FIN,38784.1309690781,32.7
Finland,2001,FIN,38784.1309690781,44.1
Finland,2002,FIN,7.62769508,11.8
Finland,2002,FIN,7.62769508,33.5
Finland,2002,FIN,7.62769508,45.3
Finland,2002,FIN,,11.8
Finland,2002,FIN,,33.5
Finland,2002,FIN,,45.3
Finland,2002,FIN,82.503,11.8
Finland,2002,FIN,82.503,33.5
Finland,2002,FIN,82.503,45.3
Finland,2002,FIN,39343.0700057835,11.8
Finland,2002,FIN,39343.0700057835,33.5
Finland,2002,FIN,39343.0700057835,45.3
Finland,2003,FIN,7.9380517,12.8
Finland,2003,FIN,7.9380517,32.2
Finland,2003,FIN,7.9380517,45.0
Finland,2003,FIN,,12.8
Finland,2003,FIN,,32.2
Finland,2003,FIN,,45.0
Finland,2003,FIN,82.638,12.8
Finland,2003,FIN,82.638,32.2
Finland,2003,FIN,82.638,45.0
Finland,2003,FIN,40038.983975519,12.8
Finland,2003,FIN,40038.983975519,32.2
Finland,2003,FIN,40038.983975519,45.0
Finland,2004,FIN,8.05912876,14.0
Finland,2004,FIN,8.05912876,31.3
Finland,2004,FIN,8.05912876,45.3
Finland,2004,FIN,,14.0
Finland,2004,FIN,,31.3
Finland,2004,FIN,,45.3
Finland,2004,FIN,82.772,14.0
Finland,2004,FIN,82.772,31.3
Finland,2004,FIN,82.772,45.3
Finland,2004,FIN,41521.9628659913,14.0
Finland,2004,FIN,41521.9628659913,31.3
Finland,2004,FIN,41521.9628659913,45.3
Finland,2005,FIN,8.28795624,14.1
Finland,2005,FIN,8.28795624,35.0
Finland,2005,FIN,8.28795624,49.2
Finland,2005,FIN,,14.1
Finland,2005,FIN,,35.0
Finland,2005,FIN,,49.2
Finland,2005,FIN,82.905,14.1
Finland,2005,FIN,82.905,35.0
Finland,2005,FIN,82.905,49.2
Finland,2005,FIN,42529.3507188339,14.1
Finland,2005,FIN,42529.3507188339,35.0
Finland,2005,FIN,42529.3507188339,49.2
Finland,2006,FIN,8.2841177,14.3
Finland,2006,FIN,8.2841177,33.4
Finland,2006,FIN,8.2841177,47.7
Finland,2006,FIN,,14.3
Finland,2006,FIN,,33.4
Finland,2006,FIN,,47.7
Finland,2006,FIN,83.037,14.3
Finland,2006,FIN,83.037,33.4
Finland,2006,FIN,83.037,47.7
Finland,2006,FIN,44069.3958954602,14.3
Finland,2006,FIN,44069.3958954602,33.4
Finland,2006,FIN,44069.3958954602,47.7
Finland,2007,FIN,8.08359432,14.9
Finland,2007,FIN,8.08359432,34.0
Finland,2007,FIN,8.08359432,48.9
Finland,2007,FIN,,14.9
Finland,2007,FIN,,34.0
Finland,2007,FIN,,48.9
Finland,2007,FIN,83.168,14.9
Finland,2007,FIN,83.168,34.0
Finland,2007,FIN,83.168,48.9
Finland,2007,FIN,46213.6899168625,14.9
Finland,2007,FIN,46213.6899168625,34.0
Finland,2007,FIN,46213.6899168625,48.9
Finland,2008,FIN,8.34310627,15.7
Finland,2008,FIN,8.34310627,33.1
Finland,2008,FIN,8.34310627,48.8
Finland,2008,FIN,,15.7
Finland,2008,FIN,,33.1
Finland,2008,FIN,,48.8
Finland,2008,FIN,83.299,15.7
Finland,2008,FIN,83.299,33.1
Finland,2008,FIN,83.299,48.8
Finland,2008,FIN,46359.8732961912,15.7
Finland,2008,FIN,46359.8732961912,33.1
Finland,2008,FIN,46359.8732961912,48.8
Finland,2009,FIN,9.16122341,14.9
Finland,2009,FIN,9.16122341,34.4
Finland,2009,FIN,9.16122341,49.3
Finland,2009,FIN,,14.9
Finland,2009,FIN,,34.4
Finland,2009,FIN,,49.3
Finland,2009,FIN,83.429,14.9
Finland,2009,FIN,83.429,34.4
Finland,2009,FIN,83.429,49.3
Finland,2009,FIN,42412.5134851925,14.9
Finland,2009,FIN,42412.5134851925,34.4
Finland,2009,FIN,42412.5134851925,49.3
Finland,2010,FIN,9.14202785,15.6
Finland,2010,FIN,9.14202785,34.1
Finland,2010,FIN,9.14202785,49.7
Finland,2010,FIN,,15.6
Finland,2010,FIN,,34.1
Finland,2010,FIN,,49.7
Finland,2010,FIN,83.77,15.6
Finland,2010,FIN,83.77,34.1
Finland,2010,FIN,83.77,49.7
Finland,2010,FIN,43556.5386411304,15.6
Finland,2010,FIN,43556.5386411304,34.1
Finland,2010,FIN,43556.5386411304,49.7
Finland,2011,FIN,9.22303009,24.8
Finland,2011,FIN,9.22303009,40.2
Finland,2011,FIN,9.22303009,65.0
Finland,2011,FIN,9.22303009,16.6
Finland,2011,FIN,9.22303009,34.1
Finland,2011,FIN,9.22303009,50.8
Finland,2011,FIN,5.8,24.8
Finland,2011,FIN,5.8,40.2
Finland,2011,FIN,5.8,65.0
Finland,2011,FIN,5.8,16.6
Finland,2011,FIN,5.8,34.1
Finland,2011,FIN,5.8,50.8
Finland,2011,FIN,84.313,24.8
Finland,2011,FIN,84.313,40.2
Finland,2011,FIN,84.313,65.0
Finland,2011,FIN,84.313,16.6
Finland,2011,FIN,84.313,34.1
Finland,2011,FIN,84.313,50.8
Finland,2011,FIN,44391.4537002772,24.8
Finland,2011,FIN,44391.4537002772,40.2
Finland,2011,FIN,44391.4537002772,65.0
Finland,2011,FIN,44391.4537002772,16.6
Finland,2011,FIN,44391.4537002772,34.1
Finland,2011,FIN,44391.4537002772,50.8
Finland,2012,FIN,9.5857954,21.5
Finland,2012,FIN,9.5857954,36.5
Finland,2012,FIN,9.5857954,58.0
Finland,2012,FIN,9.5857954,15.8
Finland,2012,FIN,9.5857954,33.5
Finland,2012,FIN,9.5857954,49.4
Finland,2012,FIN,,21.5
Finland,2012,FIN,,36.5
Finland,2012,FIN,,58.0
Finland,2012,FIN,,15.8
Finland,2012,FIN,,33.5
Finland,2012,FIN,,49.4
Finland,2012,FIN,84.841,21.5
Finland,2012,FIN,84.841,36.5
Finland,2012,FIN,84.841,58.0
Finland,2012,FIN,84.841,15.8
Finland,2012,FIN,84.841,33.5
Finland,2012,FIN,84.841,49.4
Finland,2012,FIN,43507.9345996826,21.5
Finland,2012,FIN,43507.9345996826,36.5
Finland,2012,FIN,43507.9345996826,58.0
Finland,2012,FIN,43507.9345996826,15.8
Finland,2012,FIN,43507.9345996826,33.5
Finland,2012,FIN,43507.9345996826,49.4
Finland,2013,FIN,9.80534649,15.7
Finland,2013,FIN,9.80534649,34.2
Finland,2013,FIN,9.80534649,49.9
Finland,2013,FIN,,15.7
Finland,2013,FIN,,34.2
Finland,2013,FIN,,49.9
Finland,2013,FIN,85.125,15.7
Finland,2013,FIN,85.125,34.2
Finland,2013,FIN,85.125,49.9
Finland,2013,FIN,42883.6385589185,15.7
Finland,2013,FIN,42883.6385589185,34.2
Finland,2013,FIN,42883.6385589185,49.9
Finland,2014,FIN,9.78115082,18.3
Finland,2014,FIN,9.78115082,33.8
Finland,2014,FIN,9.78115082,52.1
Finland,2014,FIN,,18.3
Finland,2014,FIN,,33.8
Finland,2014,FIN,,52.1
Finland,2014,FIN,85.175,18.3
Finland,2014,FIN,85.175,33.8
Finland,2014,FIN,85.175,52.1
Finland,2014,FIN,42502.4881250833,18.3
Finland,2014,FIN,42502.4881250833,33.8
Finland,2014,FIN,42502.4881250833,52.1
Finland,2015,FIN,9.64523888,18.8
Finland,2015,FIN,9.64523888,37.3
Finland,2015,FIN,9.64523888,56.0
Finland,2015,FIN,,18.8
Finland,2015,FIN,,37.3
Finland,2015,FIN,,56.0
Finland,2015,FIN,85.225,18.8
Finland,2015,FIN,85.225,37.3
Finland,2015,FIN,85.225,56.0
Finland,2015,FIN,42560.3456767103,18.8
Finland,2015,FIN,42560.3456767103,37.3
Finland,2015,FIN,42560.3456767103,56.0
Finland,2016,FIN,9.37796021,19.0
Finland,2016,FIN,9.37796021,37.0
Finland,2016,FIN,9.37796021,56.0
Finland,2016,FIN,,19.0
Finland,2016,FIN,,37.0
Finland,2016,FIN,,56.0
Finland,2016,FIN,85.275,19.0
Finland,2016,FIN,85.275,37.0
Finland,2016,FIN,85.275,56.0
Finland,2016,FIN,43529.676196739,19.0
Finland,2016,FIN,43529.676196739,37.0
Finland,2016,FIN,43529.676196739,56.0
Finland,2017,FIN,9.12670135,26.8
Finland,2017,FIN,9.12670135,40.8
Finland,2017,FIN,9.12670135,67.6
Finland,2017,FIN,9.12670135,19.0
Finland,2017,FIN,9.12670135,38.0
Finland,2017,FIN,9.12670135,57.0
Finland,2017,FIN,,26.8
Finland,2017,FIN,,40.8
Finland,2017,FIN,,67.6
Finland,2017,FIN,,19.0
Finland,2017,FIN,,38.0
Finland,2017,FIN,,57.0
Finland,2017,FIN,85.325,26.8
Finland,2017,FIN,85.325,40.8
Finland,2017,FIN,85.325,67.6
Finland,2017,FIN,85.325,19.0
Finland,2017,FIN,85.325,38.0
Finland,2017,FIN,85.325,57.0
Finland,2017,FIN,44862.2204947012,26.8
Finland,2017,FIN,44862.2204947012,40.8
Finland,2017,FIN,44862.2204947012,67.6
Finland,2017,FIN,44862.2204947012,19.0
Finland,2017,FIN,44862.2204947012,38.0
Finland,2017,FIN,44862.2204947012,57.0
Finland,2018,FIN,9.04514217,20.0
Finland,2018,FIN,9.04514217,35.0
Finland,2018,FIN,9.04514217,55.0
Finland,2018,FIN,,20.0
Finland,2018,FIN,,35.0
Finland,2018,FIN,,55.0
Finland,2018,FIN,85.382,20.0
Finland,2018,FIN,85.382,35.0
Finland,2018,FIN,85.382,55.0
Finland,2018,FIN,45337.2411058586,20.0
Finland,2018,FIN,45337.2411058586,35.0
Finland,2018,FIN,45337.2411058586,55.0
Finland,2019,FIN,9.17142677,21.0
Finland,2019,FIN,9.17142677,36.0
Finland,2019,FIN,9.17142677,57.0
Finland,2019,FIN,,21.0
Finland,2019,FIN,,36.0
Finland,2019,FIN,,57.0
Finland,2019,FIN,85.446,21.0
Finland,2019,FIN,85.446,36.0
Finland,2019,FIN,85.446,57.0
Finland,2019,FIN,45898.5709888883,21.0
Finland,2019,FIN,45898.5709888883,36.0
Finland,2019,FIN,45898.5709888883,57.0
Finland,2020,FIN,9.63249588,23.0
Finland,2020,FIN,9.63249588,37.0
Finland,2020,FIN,9.63249588,60.0
Finland,2020,FIN,,23.0
Finland,2020,FIN,,37.0
Finland,2020,FIN,,60.0
Finland,2020,FIN,85.517,23.0
Finland,2020,FIN,85.517,37.0
Finland,2020,FIN,85.517,60.0
Finland,2020,FIN,44690.9801797392,23.0
Finland,2020,FIN,44690.9801797392,37.0
Finland,2020,FIN,44690.9801797392,60.0
Finland,2022,FIN,9.6589222,30.2
Finland,2022,FIN,9.6589222,39.7
Finland,2022,FIN,9.6589222,69.8
Finland,2022,FIN,9.6589222,24.0
Finland,2022,FIN,9.6589222,37.0
Finland,2022,FIN,9.6589222,61.0
Finland,2022,FIN,,30.2
Finland,2022,FIN,,39.7
Finland,2022,FIN,,69.8
Finland,2022,FIN,,24.0
Finland,2022,FIN,,37.0
Finland,2022,FIN,,61.0
Finland,2022,FIN,85.681,30.2
Finland,2022,FIN,85.681,39.7
Finland,2022,FIN,85.681,69.8
Finland,2022,FIN,85.681,24.0
Finland,2022,FIN,85.681,37.0
Finland,2022,FIN,85.681,61.0
Finland,2022,FIN,46356.2256378669,30.2
Finland,2022,FIN,46356.2256378669,39.7
Finland,2022,FIN,46356.2256378669,69.8
Finland,2022,FIN,46356.2256378669,24.0
Finland,2022,FIN,46356.2256378669,37.0
Finland,2022,FIN,46356.2256378669,61.0
France,2000,FRA,9.58447742,9.0
France,2000,FRA,9.58447742,27.2
France,2000,FRA,9.58447742,36.2
France,2000,FRA,,9.0
France,2000,FRA,,27.2
France,2000,FRA,,36.2
France,2000,FRA,75.871,9.0
France,2000,FRA,75.871,27.2
France,2000,FRA,75.871,36.2
France,2000,FRA,33255.1379678188,9.0
France,2000,FRA,33255.1379678188,27.2
France,2000,FRA,33255.1379678188,36.2
France,2002,FRA,10.02218628,9.4
France,2002,FRA,10.02218628,28.1
France,2002,FRA,10.02218628,37.5
France,2002,FRA,,9.4
France,2002,FRA,,28.1
France,2002,FRA,,37.5
France,2002,FRA,76.38,9.4
France,2002,FRA,76.38,28.1
France,2002,FRA,76.38,37.5
France,2002,FRA,33753.5782919683,9.4
France,2002,FRA,33753.5782919683,28.1
France,2002,FRA,33753.5782919683,37.5
France,2004,FRA,10.16429329,9.4
France,2004,FRA,10.16429329,25.3
France,2004,FRA,10.16429329,34.7
France,2004,FRA,,9.4
France,2004,FRA,,25.3
France,2004,FRA,,34.7
France,2004,FRA,76.883,9.4
France,2004,FRA,76.883,25.3
France,2004,FRA,76.883,34.7
France,2004,FRA,34557.1471190953,9.4
France,2004,FRA,34557.1471190953,25.3
France,2004,FRA,34557.1471190953,34.7
France,2006,FRA,10.38566494,32.0
France,2006,FRA,10.38566494,10.5
France,2006,FRA,10.38566494,49.0
France,2006,FRA,10.38566494,17.0
France,2006,FRA,10.38566494,26.5
France,2006,FRA,10.38566494,37.0
France,2006,FRA,,32.0
France,2006,FRA,,10.5
France,2006,FRA,,49.0
France,2006,FRA,,17.0
France,2006,FRA,,26.5
France,2006,FRA,,37.0
France,2006,FRA,77.377,32.0
France,2006,FRA,77.377,10.5
France,2006,FRA,77.377,49.0
France,2006,FRA,77.377,17.0
France,2006,FRA,77.377,26.5
