STRUCTURE,STRUCTURE_ID,ACTION,FREQ_ID,FREQ_NAME,REF_AREA_ID,REF_AREA_NAME,INDICATOR_ID,INDICATOR_NAME,SEX_ID,SEX_NAME,AGE_ID,AGE_NAME,URBANISATION_ID,URBANISATION_NAME,UNIT_MEASURE_ID,UNIT_MEASURE_NAME,COMP_BREAKDOWN_1_ID,COMP_BREAKDOWN_1_NAME,COMP_BREAKDOWN_2_ID,COMP_BREAKDOWN_2_NAME,COMP_BREAKDOWN_3_ID,COMP_BREAKDOWN_3_NAME,TIME_PERIOD,OBS_VALUE,DATABASE_ID_ID,DATABASE_ID_NAME,UNIT_MULT_ID,UNIT_MULT_NAME,UNIT_TYPE_ID,UNIT_TYPE_NAME,TIME_FORMAT_ID,TIME_FORMAT_NAME,COMMENT_OBS,OBS_STATUS_ID,OBS_STATUS_NAME,OBS_CONF_ID,OBS_CONF_NAME
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AFG,Afghanistan,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,TRANSACT,Transactions,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,546929.0,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AFG,Afghanistan,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,TRANSACT,Transactions,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,991086.239,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AFG,Afghanistan,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,TRANSACT,Transactions,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2016,2059043.0365,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AFG,Afghanistan,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,TRANSACT,Transactions,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,3436409.836,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AFG,Afghanistan,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,TRANSACT,Transactions,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2018,9285369.0,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AFG,Afghanistan,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,TRANSACT,Transactions,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,2189408.0,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,TRANSACT,Transactions,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,67581.0,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,TRANSACT,Transactions,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2016,250570.0,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,TRANSACT,Transactions,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,1030371.0,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,TRANSACT,Transactions,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2018,1780102.0,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,TRANSACT,Transactions,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,2782775.0,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,TRANSACT,Transactions,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,3798822.0,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,TRANSACT,Transactions,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2021,6801341.0,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,TRANSACT,Transactions,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2022,10216680.0,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,10P3AD,Per 1 000 adults,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,28.6679039185535,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,10P3AD,Per 1 000 adults,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2016,105.979283771724,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,10P3AD,Per 1 000 adults,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,434.346274440043,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,10P3AD,Per 1 000 adults,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2018,748.977052742214,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,10P3AD,Per 1 000 adults,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,1171.17005265851,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,10P3AD,Per 1 000 adults,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,1602.59988558951,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,10P3AD,Per 1 000 adults,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2021,2889.41950262503,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,10P3AD,Per 1 000 adults,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2022,4389.62080170555,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARM,Armenia,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,10P3AD,Per 1 000 adults,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2012,92.2634409126593,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARM,Armenia,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,10P3AD,Per 1 000 adults,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2013,283.060321387061,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARM,Armenia,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,10P3AD,Per 1 000 adults,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,211.309254255404,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARM,Armenia,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,10P3AD,Per 1 000 adults,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,305.388313133138,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARM,Armenia,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,10P3AD,Per 1 000 adults,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2016,741.318916056985,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARM,Armenia,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,10P3AD,Per 1 000 adults,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,2039.18435065043,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARM,Armenia,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,10P3AD,Per 1 000 adults,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2018,3802.01099840702,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARM,Armenia,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,10P3AD,Per 1 000 adults,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,6322.60270163864,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARM,Armenia,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,10P3AD,Per 1 000 adults,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,13837.8010375622,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARM,Armenia,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,10P3AD,Per 1 000 adults,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2021,30863.1220547991,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARM,Armenia,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,10P3AD,Per 1 000 adults,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2022,39017.6075973354,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARM,Armenia,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,TRANSACT,Transactions,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2012,217544.0,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARM,Armenia,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,TRANSACT,Transactions,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2013,663642.0,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARM,Armenia,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,TRANSACT,Transactions,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2014,492284.0,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARM,Armenia,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,TRANSACT,Transactions,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2015,706569.0,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARM,Armenia,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,TRANSACT,Transactions,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2016,1702579.0,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARM,Armenia,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,TRANSACT,Transactions,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2017,4648439.0,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARM,Armenia,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,TRANSACT,Transactions,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2018,8604160.0,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARM,Armenia,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,TRANSACT,Transactions,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2019,14212547.0,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARM,Armenia,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,TRANSACT,Transactions,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,30925465.0,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARM,Armenia,IMF_FAS_FCMT,"Use of Financial Services, Number of mobile money transactions (during the reference year)",_Z,Not applicable,_T,All age ranges or no breakdown by age,_T,Total,TRANSACT,Transactions,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2021,68546562.0,IMF_FAS,Financial Access Survey (FAS),0,Units,NUMBER,Number (real number),P1Y,Annual,,A,Normal value,PU,Public
