Country Name,Country Code,Series Name,Series Code,2011 [YR2011],2014 [YR2014],2017 [YR2017],2021 [YR2021],2022 [YR2022]
World,WLD,"Borrowed from a savings club, out of labor force (% age 15+)",fin22c.t.d.11,..,..,..,..,..
World,WLD,"Borrowed from a savings club, primary education or less (% ages 15+)",fin22c.t.d.5,..,..,..,..,..
World,WLD,"Borrowed from a savings club, rural (% age 15+)",fin22c.t.d.9,..,..,..,..,..
World,WLD,"Borrowed from a savings club, secondary education or more (% ages 15+)",fin22c.t.d.6,..,..,..,..,..
World,WLD,"Borrowed from a savings club, urban (% age 15+)",fin22c.t.d.10,..,..,..,..,..
World,WLD,"Borrowed from a savings club, young (% ages 15-24)",fin22c.t.d.3,..,..,..,..,..
World,WLD,Borrowed from a store by buying on credit (% age 15+),fin21b.2014,7.83,8.25,..,..,..
World,WLD,"Borrowed from a store by buying on credit, female (% age 15+)",fin21b.2014.1,7.09,8.12,..,..,..
World,WLD,"Borrowed from a store by buying on credit, in labor force (% age 15+)",fin21b.2014.12,8.74,8.75,..,..,..
World,WLD,"Borrowed from a store by buying on credit, income, poorest 40% (% ages 15+)",fin21b.2014.7,8.18,7.54,..,..,..
World,WLD,"Borrowed from a store by buying on credit, income, richest 60% (% ages 15+)",fin21b.2014.8,7.61,8.73,..,..,..
World,WLD,"Borrowed from a store by buying on credit, male (% age 15+)",fin21b.2014.2,8.59,8.39,..,..,..
World,WLD,"Borrowed from a store by buying on credit, older (% age 25+)",fin21b.2014.4,8.44,8.69,..,..,..
World,WLD,"Borrowed from a store by buying on credit, out of labor force (% age 15+)",fin21b.2014.11,6.12,7.13,..,..,..
World,WLD,"Borrowed from a store by buying on credit, primary education or less (% ages 15+)",fin21b.2014.5,6.54,6.4,..,..,..
World,WLD,"Borrowed from a store by buying on credit, rural (% age 15+)",fin21b.2014.9,..,..,..,..,..
World,WLD,"Borrowed from a store by buying on credit, secondary education or more (% ages 15+)",fin21b.2014.6,9.33,9.78,..,..,..
World,WLD,"Borrowed from a store by buying on credit, urban (% age 15+)",fin21b.2014.10,..,..,..,..,..
World,WLD,"Borrowed from a store by buying on credit, young (% ages 15-24)",fin21b.2014.3,5.86,6.67,..,..,..
World,WLD,Borrowed from family or friends (% age 15+),fin22b.t.d,22.99,26.51,26.11,27.45,..
World,WLD,"Borrowed from family or friends, female (% age 15+)",fin22b.t.d.1,21.83,25.39,24.82,25.72,..
World,WLD,"Borrowed from family or friends, in labor force (% age 15+)",fin22b.t.d.12,26.04,29.3,28.92,30.71,..
World,WLD,"Borrowed from family or friends, income, poorest 40% (% ages 15+)",fin22b.t.d.7,25.09,28.85,29.33,30.91,..
World,WLD,"Borrowed from family or friends, income, richest 60% (% ages 15+)",fin22b.t.d.8,21.5,24.92,23.91,25.14,..
World,WLD,"Borrowed from family or friends, male (% age 15+)",fin22b.t.d.2,24.19,27.63,27.44,29.13,..
World,WLD,"Borrowed from family or friends, older (% age 25+)",fin22b.t.d.4,22.39,25.85,26,27.32,..
World,WLD,"Borrowed from family or friends, out of labor force (% age 15+)",fin22b.t.d.11,18.06,21.67,21.18,22.99,..
World,WLD,"Borrowed from family or friends, primary education or less (% ages 15+)",fin22b.t.d.5,24.52,29.55,29.41,31.4,..
World,WLD,"Borrowed from family or friends, rural (% age 15+)",fin22b.t.d.9,..,..,..,..,..
World,WLD,"Borrowed from family or friends, secondary education or more (% ages 15+)",fin22b.t.d.6,21.27,24,23.46,24.2,..
World,WLD,"Borrowed from family or friends, urban (% age 15+)",fin22b.t.d.10,..,..,..,..,..
World,WLD,"Borrowed from family or friends, young (% ages 15-24)",fin22b.t.d.3,25.06,28.95,26.58,27.91,..
World,WLD,"Borrowed to start, operate, or expand a farm or business (% age 15+)",fin21.t.d.2017,..,7.1,6.41,..,..
World,WLD,"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,..,5.57,5.27,..,..
World,WLD,"Borrowed to start, operate, or expand a farm or business, in labor force (% age 15+)",fin21.t.d.2017.12,..,9.48,8.41,..,..
World,WLD,"Borrowed to start, operate, or expand a farm or business, income, poorest 40% (% ages 15+)",fin21.t.d.2017.7,..,6.94,6.13,..,..
World,WLD,"Borrowed to start, operate, or expand a farm or business, income, richest 60% (% ages 15+)",fin21.t.d.2017.8,..,7.2,6.6,..,..
World,WLD,"Borrowed to start, operate, or expand a farm or business, male (% age 15+)",fin21.t.d.2017.2,..,8.65,7.58,..,..
World,WLD,"Borrowed to start, operate, or expand a farm or business, older (% age 25+)",fin21.t.d.2017.4,..,7.62,6.76,..,..
World,WLD,"Borrowed to start, operate, or expand a farm or business, out of labor force (% age 15+)",fin21.t.d.2017.11,..,2.89,2.9,..,..
World,WLD,"Borrowed to start, operate, or expand a farm or business, primary education or less (% ages 15+)",fin21.t.d.2017.5,..,8.29,6.56,..,..
World,WLD,"Borrowed to start, operate, or expand a farm or business, rural (% age 15+)",fin21.t.d.2017.9,..,..,..,..,..
World,WLD,"Borrowed to start, operate, or expand a farm or business, secondary education or more (% ages 15+)",fin21.t.d.2017.6,..,6.16,6.27,..,..
World,WLD,"Borrowed to start, operate, or expand a farm or business, urban (% age 15+)",fin21.t.d.2017.10,..,..,..,..,..
World,WLD,"Borrowed to start, operate, or expand a farm or business, young (% ages 15-24)",fin21.t.d.2017.3,..,5.3,5.13,..,..
World,WLD,"Can use a mobile money account without help from anyone, including a mobile money agent (% age 15+)",fin13d,..,..,..,10.82,..
World,WLD,"Can use a mobile money account without help from anyone, including a mobile money agent (% with a mobile money account, age 15+)",fin13d.s,..,..,..,59.05,..
World,WLD,"Can use account at a bank or financial institution without help if opened (% without an account, age 15+)",fin11.1,..,..,..,..,..
World,WLD,Coming up with emergency funds in 30 days: not possible (% age 15+),fin24a.N.d,..,..,..,11.81,..
World,WLD,"Coming up with emergency funds in 30 days: not possible, female (% age 15+)",fin24a.N.d.1,..,..,..,13.34,..
World,WLD,"Coming up with emergency funds in 30 days: not possible, in labor force (% age 15+)",fin24a.N.d.12,..,..,..,9.73,..
World,WLD,"Coming up with emergency funds in 30 days: not possible, income, poorest 40% (% ages 15+)",fin24a.N.d.7,..,..,..,16.56,..
World,WLD,"Coming up with emergency funds in 30 days: not possible, income, richest 60% (% ages 15+)",fin24a.N.d.8,..,..,..,8.66,..
World,WLD,"Coming up with emergency funds in 30 days: not possible, male (% age 15+)",fin24a.N.d.2,..,..,..,10.32,..
World,WLD,"Coming up with emergency funds in 30 days: not possible, older (% age 25+)",fin24a.N.d.4,..,..,..,12.05,..
World,WLD,"Coming up with emergency funds in 30 days: not possible, out of labor force (% age 15+)",fin24a.N.d.11,..,..,..,17.76,..
World,WLD,"Coming up with emergency funds in 30 days: not possible, primary education or less (% ages 15+)",fin24a.N.d.5,..,..,..,17.66,..
World,WLD,"Coming up with emergency funds in 30 days: not possible, rural (% age 15+)",fin24a.N.d.9,..,..,..,..,..
World,WLD,"Coming up with emergency funds in 30 days: not possible, secondary education or more (% ages 15+)",fin24a.N.d.6,..,..,..,6.89,..
World,WLD,"Coming up with emergency funds in 30 days: not possible, urban (% age 15+)",fin24a.N.d.10,..,..,..,..,..
World,WLD,"Coming up with emergency funds in 30 days: not possible, young (% ages 15-24)",fin24a.N.d.3,..,..,..,10.95,..
World,WLD,Coming up with emergency funds in 30 days: possible (% age 15+),fin24a.321.d,..,..,..,88.19,..
World,WLD,Coming up with emergency funds in 30 days: possible and not difficult at all (% age 15+),fin24a.3.d,..,..,..,31.77,..
World,WLD,"Coming up with emergency funds in 30 days: possible and not difficult at all, female (% age 15+)",fin24a.3.d.1,..,..,..,29.38,..
World,WLD,"Coming up with emergency funds in 30 days: possible and not difficult at all, in labor force (% age 15+)",fin24a.3.d.12,..,..,..,25.78,..
World,WLD,"Coming up with emergency funds in 30 days: possible and not difficult at all, income, poorest 40% (% ages 15+)",fin24a.3.d.7,..,..,..,20.38,..
World,WLD,"Coming up with emergency funds in 30 days: possible and not difficult at all, income, richest 60% (% ages 15+)",fin24a.3.d.8,..,..,..,39.34,..
World,WLD,"Coming up with emergency funds in 30 days: possible and not difficult at all, male (% age 15+)",fin24a.3.d.2,..,..,..,34.09,..
World,WLD,"Coming up with emergency funds in 30 days: possible and not difficult at all, older (% age 25+)",fin24a.3.d.4,..,..,..,34.36,..
World,WLD,"Coming up with emergency funds in 30 days: possible and not difficult at all, out of labor force (% age 15+)",fin24a.3.d.11,..,..,..,20.26,..
World,WLD,"Coming up with emergency funds in 30 days: possible and not difficult at all, primary education or less (% ages 15+)",fin24a.3.d.5,..,..,..,21.81,..
World,WLD,"Coming up with emergency funds in 30 days: possible and not difficult at all, rural (% age 15+)",fin24a.3.d.9,..,..,..,..,..
World,WLD,"Coming up with emergency funds in 30 days: possible and not difficult at all, secondary education or more (% ages 15+)",fin24a.3.d.6,..,..,..,40.03,..
World,WLD,"Coming up with emergency funds in 30 days: possible and not difficult at all, urban (% age 15+)",fin24a.3.d.10,..,..,..,..,..
World,WLD,"Coming up with emergency funds in 30 days: possible and not difficult at all, young (% ages 15-24)",fin24a.3.d.3,..,..,..,21.95,..
World,WLD,Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult (% age 15+),fin24a.32.d,..,..,..,59.19,..
World,WLD,"Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, female (% age 15+)",fin24a.32.d.1,..,..,..,55.32,..
World,WLD,"Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, in labor force (% age 15+)",fin24a.32.d.12,..,..,..,56.25,..
World,WLD,"Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, income, poorest 40% (% ages 15+)",fin24a.32.d.7,..,..,..,45.54,..
World,WLD,"Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, income, richest 60% (% ages 15+)",fin24a.32.d.8,..,..,..,68.27,..
World,WLD,"Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, male (% age 15+)",fin24a.32.d.2,..,..,..,62.98,..
World,WLD,"Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, older (% age 25+)",fin24a.32.d.4,..,..,..,60.1,..
World,WLD,"Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, out of labor force (% age 15+)",fin24a.32.d.11,..,..,..,45.88,..
World,WLD,"Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, primary education or less (% ages 15+)",fin24a.32.d.5,..,..,..,45.33,..
World,WLD,"Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, rural (% age 15+)",fin24a.32.d.9,..,..,..,..,..
World,WLD,"Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, secondary education or more (% ages 15+)",fin24a.32.d.6,..,..,..,70.58,..
World,WLD,"Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, urban (% age 15+)",fin24a.32.d.10,..,..,..,..,..
World,WLD,"Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, young (% ages 15-24)",fin24a.32.d.3,..,..,..,55.41,..
World,WLD,Coming up with emergency funds in 30 days: possible and somewhat difficult (% age 15+),fin24a.2.d,..,..,..,27.42,..
World,WLD,"Coming up with emergency funds in 30 days: possible and somewhat difficult, female (% age 15+)",fin24a.2.d.1,..,..,..,25.93,..
World,WLD,"Coming up with emergency funds in 30 days: possible and somewhat difficult, in labor force (% age 15+)",fin24a.2.d.12,..,..,..,30.46,..
World,WLD,"Coming up with emergency funds in 30 days: possible and somewhat difficult, income, poorest 40% (% ages 15+)",fin24a.2.d.7,..,..,..,25.16,..
World,WLD,"Coming up with emergency funds in 30 days: possible and somewhat difficult, income, richest 60% (% ages 15+)",fin24a.2.d.8,..,..,..,28.93,..
World,WLD,"Coming up with emergency funds in 30 days: possible and somewhat difficult, male (% age 15+)",fin24a.2.d.2,..,..,..,28.88,..
World,WLD,"Coming up with emergency funds in 30 days: possible and somewhat difficult, older (% age 25+)",fin24a.2.d.4,..,..,..,25.74,..
World,WLD,"Coming up with emergency funds in 30 days: possible and somewhat difficult, out of labor force (% age 15+)",fin24a.2.d.11,..,..,..,25.62,..
World,WLD,"Coming up with emergency funds in 30 days: possible and somewhat difficult, primary education or less (% ages 15+)",fin24a.2.d.5,..,..,..,23.52,..
World,WLD,"Coming up with emergency funds in 30 days: possible and somewhat difficult, rural (% age 15+)",fin24a.2.d.9,..,..,..,..,..
World,WLD,"Coming up with emergency funds in 30 days: possible and somewhat difficult, secondary education or more (% ages 15+)",fin24a.2.d.6,..,..,..,30.55,..
World,WLD,"Coming up with emergency funds in 30 days: possible and somewhat difficult, urban (% age 15+)",fin24a.2.d.10,..,..,..,..,..
World,WLD,"Coming up with emergency funds in 30 days: possible and somewhat difficult, young (% ages 15-24)",fin24a.2.d.3,..,..,..,33.47,..
World,WLD,Coming up with emergency funds in 30 days: possible and very difficult (% age 15+),fin24a.1.d,..,..,..,28.99,..
World,WLD,"Coming up with emergency funds in 30 days: possible and very difficult, female (% age 15+)",fin24a.1.d.1,..,..,..,31.34,..
World,WLD,"Coming up with emergency funds in 30 days: possible and very difficult, in labor force (% age 15+)",fin24a.1.d.12,..,..,..,34.02,..
World,WLD,"Coming up with emergency funds in 30 days: possible and very difficult, income, poorest 40% (% ages 15+)",fin24a.1.d.7,..,..,..,37.9,..
World,WLD,"Coming up with emergency funds in 30 days: possible and very difficult, income, richest 60% (% ages 15+)",fin24a.1.d.8,..,..,..,23.07,..
World,WLD,"Coming up with emergency funds in 30 days: possible and very difficult, male (% age 15+)",fin24a.1.d.2,..,..,..,26.7,..
World,WLD,"Coming up with emergency funds in 30 days: possible and very difficult, older (% age 25+)",fin24a.1.d.4,..,..,..,27.85,..
World,WLD,"Coming up with emergency funds in 30 days: possible and very difficult, out of labor force (% age 15+)",fin24a.1.d.11,..,..,..,36.37,..
World,WLD,"Coming up with emergency funds in 30 days: possible and very difficult, primary education or less (% ages 15+)",fin24a.1.d.5,..,..,..,37.01,..
World,WLD,"Coming up with emergency funds in 30 days: possible and very difficult, rural (% age 15+)",fin24a.1.d.9,..,..,..,..,..
World,WLD,"Coming up with emergency funds in 30 days: possible and very difficult, secondary education or more (% ages 15+)",fin24a.1.d.6,..,..,..,22.53,..
World,WLD,"Coming up with emergency funds in 30 days: possible and very difficult, urban (% age 15+)",fin24a.1.d.10,..,..,..,..,..
World,WLD,"Coming up with emergency funds in 30 days: possible and very difficult, young (% ages 15-24)",fin24a.1.d.3,..,..,..,33.64,..
World,WLD,"Coming up with emergency funds in 30 days: possible, female (% age 15+)",fin24a.321.d.1,..,..,..,86.66,..
World,WLD,"Coming up with emergency funds in 30 days: possible, in labor force (% age 15+)",fin24a.321.d.12,..,..,..,90.27,..
World,WLD,"Coming up with emergency funds in 30 days: possible, income, poorest 40% (% ages 15+)",fin24a.321.d.7,..,..,..,83.44,..
World,WLD,"Coming up with emergency funds in 30 days: possible, income, richest 60% (% ages 15+)",fin24a.321.d.8,..,..,..,91.34,..
World,WLD,"Coming up with emergency funds in 30 days: possible, male (% age 15+)",fin24a.321.d.2,..,..,..,89.68,..
World,WLD,"Coming up with emergency funds in 30 days: possible, older (% age 25+)",fin24a.321.d.4,..,..,..,87.95,..
World,WLD,"Coming up with emergency funds in 30 days: possible, out of labor force (% age 15+)",fin24a.321.d.11,..,..,..,82.24,..
World,WLD,"Coming up with emergency funds in 30 days: possible, primary education or less (% ages 15+)",fin24a.321.d.5,..,..,..,82.34,..
World,WLD,"Coming up with emergency funds in 30 days: possible, rural (% age 15+)",fin24a.321.d.9,..,..,..,..,..
World,WLD,"Coming up with emergency funds in 30 days: possible, secondary education or more (% ages 15+)",fin24a.321.d.6,..,..,..,93.11,..
World,WLD,"Coming up with emergency funds in 30 days: possible, urban (% age 15+)",fin24a.321.d.10,..,..,..,..,..
World,WLD,"Coming up with emergency funds in 30 days: possible, young (% ages 15-24)",fin24a.321.d.3,..,..,..,89.05,..
World,WLD,Coming up with emergency funds in 7 days: possible (% age 15+),fin24b.321.d,..,..,..,86.02,..
World,WLD,Coming up with emergency funds in 7 days: possible and not difficult (% age 15+),fin24b.3.d,..,..,..,26.42,..
World,WLD,Coming up with emergency funds in 7 days: possible and not difficult or somewhat difficult (% age 15+),fin24b.32.d,..,..,..,45.83,..
World,WLD,"Coming up with emergency funds in 7 days: possible and not difficult or somewhat difficult, female (% age 15+)",fin24b.32.d.1,..,..,..,43.01,..
World,WLD,"Coming up with emergency funds in 7 days: possible and not difficult or somewhat difficult, in labor force (% age 15+)",fin24b.32.d.12,..,..,..,40,..
World,WLD,"Coming up with emergency funds in 7 days: possible and not difficult or somewhat difficult, income, poorest 40% (% ages 15+)",fin24b.32.d.7,..,..,..,34.4,..
World,WLD,"Coming up with emergency funds in 7 days: possible and not difficult or somewhat difficult, income, richest 60% (% ages 15+)",fin24b.32.d.8,..,..,..,53.44,..
World,WLD,"Coming up with emergency funds in 7 days: possible and not difficult or somewhat difficult, male (% age 15+)",fin24b.32.d.2,..,..,..,48.59,..
World,WLD,"Coming up with emergency funds in 7 days: possible and not difficult or somewhat difficult, older (% age 25+)",fin24b.32.d.4,..,..,..,47.59,..
World,WLD,"Coming up with emergency funds in 7 days: possible and not difficult or somewhat difficult, out of labor force (% age 15+)",fin24b.32.d.11,..,..,..,33.36,..
World,WLD,"Coming up with emergency funds in 7 days: possible and not difficult or somewhat difficult, primary education or less (% ages 15+)",fin24b.32.d.5,..,..,..,33.89,..
World,WLD,"Coming up with emergency funds in 7 days: possible and not difficult or somewhat difficult, rural (% age 15+)",fin24b.32.d.9,..,..,..,..,..
World,WLD,"Coming up with emergency funds in 7 days: possible and not difficult or somewhat difficult, secondary education or more (% ages 15+)",fin24b.32.d.6,..,..,..,55.65,..
World,WLD,"Coming up with emergency funds in 7 days: possible and not difficult or somewhat difficult, urban (% age 15+)",fin24b.32.d.10,..,..,..,..,..
World,WLD,"Coming up with emergency funds in 7 days: possible and not difficult or somewhat difficult, young (% ages 15-24)",fin24b.32.d.3,..,..,..,38.78,..
World,WLD,"Coming up with emergency funds in 7 days: possible and not difficult, female (% age 15+)",fin24b.3.d.1,..,..,..,24.91,..
World,WLD,"Coming up with emergency funds in 7 days: possible and not difficult, in labor force (% age 15+)",fin24b.3.d.12,..,..,..,19.87,..
