Country Name,Country Code,Series Name,Series Code,2011 [YR2011],2014 [YR2014],2017 [YR2017],2021 [YR2021],2022 [YR2022]
India,IND,"Borrowed any money from a formal financial institution or using a mobile money account, primary education or less (% ages 15+)",fin22a.c.MM.d.5,..,..,..,10.43,..
India,IND,"Borrowed any money from a formal financial institution or using a mobile money account, rural (% age 15+)",fin22a.c.MM.d.9,..,..,..,11.14,..
India,IND,"Borrowed any money from a formal financial institution or using a mobile money account, secondary education or more (% ages 15+)",fin22a.c.MM.d.6,..,..,..,17.77,..
India,IND,"Borrowed any money from a formal financial institution or using a mobile money account, urban (% age 15+)",fin22a.c.MM.d.10,..,..,..,14.74,..
India,IND,"Borrowed any money from a formal financial institution or using a mobile money account, young (% ages 15-24)",fin22a.c.MM.d.3,..,..,..,10.16,..
India,IND,Borrowed any money using a mobile money account (% age 15+),fin13c,..,..,..,1.69,..
India,IND,"Borrowed any money, female (% age 15+)",borrow.any.1,..,43.7,38.92,45.63,..
India,IND,"Borrowed any money, in labor force (% age 15+)",borrow.any.12,..,55.59,50.5,51.24,..
India,IND,"Borrowed any money, income, poorest 40% (% ages 15+)",borrow.any.7,..,46.48,41.88,43.02,..
India,IND,"Borrowed any money, income, richest 60% (% ages 15+)",borrow.any.8,..,48.66,42.73,45.97,..
India,IND,"Borrowed any money, male (% age 15+)",borrow.any.2,..,51.72,45.75,44.01,..
India,IND,"Borrowed any money, older (% age 25+)",borrow.any.4,..,50.85,45.29,47.85,..
India,IND,"Borrowed any money, out of labor force (% age 15+)",borrow.any.11,..,38.49,32.65,36.84,..
India,IND,"Borrowed any money, primary education or less (% ages 15+)",borrow.any.5,..,50.36,42.33,45.53,..
India,IND,"Borrowed any money, rural (% age 15+)",borrow.any.9,..,..,..,45.18,..
India,IND,"Borrowed any money, secondary education or more (% ages 15+)",borrow.any.6,..,44.83,42.21,43.6,..
India,IND,"Borrowed any money, urban (% age 15+)",borrow.any.10,..,..,..,44.35,..
India,IND,"Borrowed any money, young (% ages 15-24)",borrow.any.3,..,39.54,34.75,36.68,..
India,IND,Borrowed for education or school fees (% age 15+),fin22a.2014,..,9.75,..,..,..
India,IND,"Borrowed for education or school fees, female (% age 15+)",fin22a.2014.1,..,9.8,..,..,..
India,IND,"Borrowed for education or school fees, in labor force (% age 15+)",fin22a.2014.12,..,10.02,..,..,..
India,IND,"Borrowed for education or school fees, income, poorest 40% (% ages 15+)",fin22a.2014.7,..,7.83,..,..,..
India,IND,"Borrowed for education or school fees, income, richest 60% (% ages 15+)",fin22a.2014.8,..,11.03,..,..,..
India,IND,"Borrowed for education or school fees, male (% age 15+)",fin22a.2014.2,..,9.69,..,..,..
India,IND,"Borrowed for education or school fees, older (% age 25+)",fin22a.2014.4,..,9.49,..,..,..
India,IND,"Borrowed for education or school fees, out of labor force (% age 15+)",fin22a.2014.11,..,9.42,..,..,..
India,IND,"Borrowed for education or school fees, primary education or less (% ages 15+)",fin22a.2014.5,..,10.44,..,..,..
India,IND,"Borrowed for education or school fees, rural (% age 15+)",fin22a.2014.9,..,..,..,..,..
India,IND,"Borrowed for education or school fees, secondary education or more (% ages 15+)",fin22a.2014.6,..,8.97,..,..,..
India,IND,"Borrowed for education or school fees, urban (% age 15+)",fin22a.2014.10,..,..,..,..,..
India,IND,"Borrowed for education or school fees, young (% ages 15-24)",fin22a.2014.3,..,10.44,..,..,..
India,IND,Borrowed for health or medical purposes (% age 15+),fin20.t.d,..,21.11,13.82,25.17,..
India,IND,"Borrowed for health or medical purposes, female (% age 15+)",fin20.t.d.1,..,20.79,13.26,26.64,..
India,IND,"Borrowed for health or medical purposes, in labor force (% age 15+)",fin20.t.d.12,..,25.09,17.02,29.52,..
India,IND,"Borrowed for health or medical purposes, income, poorest 40% (% ages 15+)",fin20.t.d.7,..,23.7,14.49,28.73,..
India,IND,"Borrowed for health or medical purposes, income, richest 60% (% ages 15+)",fin20.t.d.8,..,19.4,13.38,22.79,..
India,IND,"Borrowed for health or medical purposes, male (% age 15+)",fin20.t.d.2,..,21.42,14.36,23.8,..
India,IND,"Borrowed for health or medical purposes, older (% age 25+)",fin20.t.d.4,..,24.19,14.95,27.13,..
India,IND,"Borrowed for health or medical purposes, out of labor force (% age 15+)",fin20.t.d.11,..,16.37,9.98,19.79,..
India,IND,"Borrowed for health or medical purposes, primary education or less (% ages 15+)",fin20.t.d.5,..,26.36,14.75,27.51,..
India,IND,"Borrowed for health or medical purposes, rural (% age 15+)",fin20.t.d.9,..,..,..,27.89,..
India,IND,"Borrowed for health or medical purposes, secondary education or more (% ages 15+)",fin20.t.d.6,..,15.17,12.72,20.5,..
India,IND,"Borrowed for health or medical purposes, urban (% age 15+)",fin20.t.d.10,..,..,..,22.02,..
India,IND,"Borrowed for health or medical purposes, young (% ages 15-24)",fin20.t.d.3,..,12.8,10.82,19.96,..
India,IND,Borrowed from a formal financial institution (% age 15+),fin22a.c.t.d,7.7,9.12,8.15,11.78,..
India,IND,"Borrowed from a formal financial institution, female (% age 15+)",fin22a.c.t.d.1,6.74,6.18,6.21,10.19,..
India,IND,"Borrowed from a formal financial institution, in labor force (% age 15+)",fin22a.c.t.d.12,9.23,11.48,9.25,15.16,..
India,IND,"Borrowed from a formal financial institution, income, poorest 40% (% ages 15+)",fin22a.c.t.d.7,7.42,7.42,6.3,10.68,..
India,IND,"Borrowed from a formal financial institution, income, richest 60% (% ages 15+)",fin22a.c.t.d.8,7.88,10.24,9.38,12.52,..
India,IND,"Borrowed from a formal financial institution, male (% age 15+)",fin22a.c.t.d.2,8.63,11.94,10.02,13.27,..
India,IND,"Borrowed from a formal financial institution, older (% age 25+)",fin22a.c.t.d.4,8.83,10.21,9.36,12.88,..
India,IND,"Borrowed from a formal financial institution, out of labor force (% age 15+)",fin22a.c.t.d.11,5.95,6.29,6.81,7.61,..
India,IND,"Borrowed from a formal financial institution, primary education or less (% ages 15+)",fin22a.c.t.d.5,7.82,7.25,6.85,9.99,..
India,IND,"Borrowed from a formal financial institution, rural (% age 15+)",fin22a.c.t.d.9,..,..,..,10.57,..
India,IND,"Borrowed from a formal financial institution, secondary education or more (% ages 15+)",fin22a.c.t.d.6,7.12,11.17,9.55,15.51,..
India,IND,"Borrowed from a formal financial institution, urban (% age 15+)",fin22a.c.t.d.10,..,..,..,13.18,..
India,IND,"Borrowed from a formal financial institution, young (% ages 15-24)",fin22a.c.t.d.3,4.47,6.15,4.94,8.87,..
India,IND,Borrowed from a savings club (% age 15+),fin22c.t.d,..,..,4.33,2.88,..
India,IND,"Borrowed from a savings club, female (% age 15+)",fin22c.t.d.1,..,..,4.48,3.73,..
India,IND,"Borrowed from a savings club, in labor force (% age 15+)",fin22c.t.d.12,..,..,6.55,3.14,..
India,IND,"Borrowed from a savings club, income, poorest 40% (% ages 15+)",fin22c.t.d.7,..,..,2.11,1.79,..
India,IND,"Borrowed from a savings club, income, richest 60% (% ages 15+)",fin22c.t.d.8,..,..,5.82,3.6,..
India,IND,"Borrowed from a savings club, male (% age 15+)",fin22c.t.d.2,..,..,4.19,2.09,..
India,IND,"Borrowed from a savings club, older (% age 25+)",fin22c.t.d.4,..,..,5.05,3.58,..
India,IND,"Borrowed from a savings club, out of labor force (% age 15+)",fin22c.t.d.11,..,..,1.67,2.55,..
India,IND,"Borrowed from a savings club, primary education or less (% ages 15+)",fin22c.t.d.5,..,..,3.4,2.75,..
India,IND,"Borrowed from a savings club, rural (% age 15+)",fin22c.t.d.9,..,..,..,2.69,..
India,IND,"Borrowed from a savings club, secondary education or more (% ages 15+)",fin22c.t.d.6,..,..,5.41,3.16,..
India,IND,"Borrowed from a savings club, urban (% age 15+)",fin22c.t.d.10,..,..,..,3.1,..
India,IND,"Borrowed from a savings club, young (% ages 15-24)",fin22c.t.d.3,..,..,2.44,1.02,..
India,IND,Borrowed from a store by buying on credit (% age 15+),fin21b.2014,6.64,4.16,..,..,..
India,IND,"Borrowed from a store by buying on credit, female (% age 15+)",fin21b.2014.1,6.25,4.6,..,..,..
India,IND,"Borrowed from a store by buying on credit, in labor force (% age 15+)",fin21b.2014.12,7.78,4.18,..,..,..
India,IND,"Borrowed from a store by buying on credit, income, poorest 40% (% ages 15+)",fin21b.2014.7,9.8,3.33,..,..,..
India,IND,"Borrowed from a store by buying on credit, income, richest 60% (% ages 15+)",fin21b.2014.8,4.54,4.72,..,..,..
India,IND,"Borrowed from a store by buying on credit, male (% age 15+)",fin21b.2014.2,7.02,3.74,..,..,..
India,IND,"Borrowed from a store by buying on credit, older (% age 25+)",fin21b.2014.4,7.23,4.41,..,..,..
India,IND,"Borrowed from a store by buying on credit, out of labor force (% age 15+)",fin21b.2014.11,5.35,4.14,..,..,..
India,IND,"Borrowed from a store by buying on credit, primary education or less (% ages 15+)",fin21b.2014.5,7.22,3.86,..,..,..
India,IND,"Borrowed from a store by buying on credit, rural (% age 15+)",fin21b.2014.9,..,..,..,..,..
India,IND,"Borrowed from a store by buying on credit, secondary education or more (% ages 15+)",fin21b.2014.6,3.73,4.51,..,..,..
India,IND,"Borrowed from a store by buying on credit, urban (% age 15+)",fin21b.2014.10,..,..,..,..,..
India,IND,"Borrowed from a store by buying on credit, young (% ages 15-24)",fin21b.2014.3,4.97,3.5,..,..,..
India,IND,Borrowed from family or friends (% age 15+),fin22b.t.d,19.69,32.3,32.74,31.01,..
India,IND,"Borrowed from family or friends, female (% age 15+)",fin22b.t.d.1,17.75,29.97,30.05,31.15,..
India,IND,"Borrowed from family or friends, in labor force (% age 15+)",fin22b.t.d.12,22.92,38.67,39.87,35.31,..
India,IND,"Borrowed from family or friends, income, poorest 40% (% ages 15+)",fin22b.t.d.7,21.8,32.66,34.58,31.9,..
India,IND,"Borrowed from family or friends, income, richest 60% (% ages 15+)",fin22b.t.d.8,18.29,32.06,31.52,30.42,..
India,IND,"Borrowed from family or friends, male (% age 15+)",fin22b.t.d.2,21.58,34.54,35.36,30.88,..
India,IND,"Borrowed from family or friends, older (% age 25+)",fin22b.t.d.4,20.81,34.32,34.41,33.2,..
India,IND,"Borrowed from family or friends, out of labor force (% age 15+)",fin22b.t.d.11,16,24.71,24.19,25.7,..
India,IND,"Borrowed from family or friends, primary education or less (% ages 15+)",fin22b.t.d.5,20.48,35.91,33.59,32.99,..
India,IND,"Borrowed from family or friends, rural (% age 15+)",fin22b.t.d.9,..,..,..,31.73,..
India,IND,"Borrowed from family or friends, secondary education or more (% ages 15+)",fin22b.t.d.6,15.41,28.22,31.48,27.15,..
India,IND,"Borrowed from family or friends, urban (% age 15+)",fin22b.t.d.10,..,..,..,30.18,..
India,IND,"Borrowed from family or friends, young (% ages 15-24)",fin22b.t.d.3,16.5,26.85,28.35,25.2,..
India,IND,"Borrowed to start, operate, or expand a farm or business (% age 15+)",fin21.t.d.2017,..,8.98,6.94,..,..
India,IND,"Borrowed to start, operate, or expand a farm or business, female (% age 15+)",fin21.t.d.2017.1,..,5.79,5.7,..,..
India,IND,"Borrowed to start, operate, or expand a farm or business, in labor force (% age 15+)",fin21.t.d.2017.12,..,13.08,8.75,..,..
India,IND,"Borrowed to start, operate, or expand a farm or business, income, poorest 40% (% ages 15+)",fin21.t.d.2017.7,..,11.04,8.47,..,..
India,IND,"Borrowed to start, operate, or expand a farm or business, income, richest 60% (% ages 15+)",fin21.t.d.2017.8,..,7.61,5.91,..,..
India,IND,"Borrowed to start, operate, or expand a farm or business, male (% age 15+)",fin21.t.d.2017.2,..,12.05,8.13,..,..
India,IND,"Borrowed to start, operate, or expand a farm or business, older (% age 25+)",fin21.t.d.2017.4,..,10.25,7.82,..,..
India,IND,"Borrowed to start, operate, or expand a farm or business, out of labor force (% age 15+)",fin21.t.d.2017.11,..,4.09,4.75,..,..
India,IND,"Borrowed to start, operate, or expand a farm or business, primary education or less (% ages 15+)",fin21.t.d.2017.5,..,10.04,7.25,..,..
India,IND,"Borrowed to start, operate, or expand a farm or business, rural (% age 15+)",fin21.t.d.2017.9,..,..,..,..,..
India,IND,"Borrowed to start, operate, or expand a farm or business, secondary education or more (% ages 15+)",fin21.t.d.2017.6,..,7.78,6.38,..,..
India,IND,"Borrowed to start, operate, or expand a farm or business, urban (% age 15+)",fin21.t.d.2017.10,..,..,..,..,..
India,IND,"Borrowed to start, operate, or expand a farm or business, young (% ages 15-24)",fin21.t.d.2017.3,..,5.56,4.6,..,..
India,IND,"Can use a mobile money account without help from anyone, including a mobile money agent (% age 15+)",fin13d,..,..,..,5.89,..
India,IND,"Can use a mobile money account without help from anyone, including a mobile money agent (% with a mobile money account, age 15+)",fin13d.s,..,..,..,56.45,..
India,IND,"Can use account at a bank or financial institution without help if opened (% without an account, age 15+)",fin11.1,..,..,..,25.5,..
India,IND,Coming up with emergency funds in 30 days: not possible (% age 15+),fin24a.N.d,..,..,..,16.54,..
India,IND,"Coming up with emergency funds in 30 days: not possible, female (% age 15+)",fin24a.N.d.1,..,..,..,19.71,..
India,IND,"Coming up with emergency funds in 30 days: not possible, in labor force (% age 15+)",fin24a.N.d.12,..,..,..,12.83,..
India,IND,"Coming up with emergency funds in 30 days: not possible, income, poorest 40% (% ages 15+)",fin24a.N.d.7,..,..,..,21.82,..
India,IND,"Coming up with emergency funds in 30 days: not possible, income, richest 60% (% ages 15+)",fin24a.N.d.8,..,..,..,13.02,..
India,IND,"Coming up with emergency funds in 30 days: not possible, male (% age 15+)",fin24a.N.d.2,..,..,..,13.59,..
India,IND,"Coming up with emergency funds in 30 days: not possible, older (% age 25+)",fin24a.N.d.4,..,..,..,16.59,..
India,IND,"Coming up with emergency funds in 30 days: not possible, out of labor force (% age 15+)",fin24a.N.d.11,..,..,..,21.12,..
India,IND,"Coming up with emergency funds in 30 days: not possible, primary education or less (% ages 15+)",fin24a.N.d.5,..,..,..,19.22,..
India,IND,"Coming up with emergency funds in 30 days: not possible, rural (% age 15+)",fin24a.N.d.9,..,..,..,18.88,..
India,IND,"Coming up with emergency funds in 30 days: not possible, secondary education or more (% ages 15+)",fin24a.N.d.6,..,..,..,10.66,..
India,IND,"Coming up with emergency funds in 30 days: not possible, urban (% age 15+)",fin24a.N.d.10,..,..,..,13.84,..
India,IND,"Coming up with emergency funds in 30 days: not possible, young (% ages 15-24)",fin24a.N.d.3,..,..,..,16.41,..
India,IND,Coming up with emergency funds in 30 days: possible (% age 15+),fin24a.321.d,..,..,..,83.46,..
India,IND,Coming up with emergency funds in 30 days: possible and not difficult at all (% age 15+),fin24a.3.d,..,..,..,7.92,..
India,IND,"Coming up with emergency funds in 30 days: possible and not difficult at all, female (% age 15+)",fin24a.3.d.1,..,..,..,5.33,..
India,IND,"Coming up with emergency funds in 30 days: possible and not difficult at all, in labor force (% age 15+)",fin24a.3.d.12,..,..,..,7.68,..
India,IND,"Coming up with emergency funds in 30 days: possible and not difficult at all, income, poorest 40% (% ages 15+)",fin24a.3.d.7,..,..,..,3.22,..
India,IND,"Coming up with emergency funds in 30 days: possible and not difficult at all, income, richest 60% (% ages 15+)",fin24a.3.d.8,..,..,..,11.04,..
India,IND,"Coming up with emergency funds in 30 days: possible and not difficult at all, male (% age 15+)",fin24a.3.d.2,..,..,..,10.34,..
India,IND,"Coming up with emergency funds in 30 days: possible and not difficult at all, older (% age 25+)",fin24a.3.d.4,..,..,..,7.32,..
India,IND,"Coming up with emergency funds in 30 days: possible and not difficult at all, out of labor force (% age 15+)",fin24a.3.d.11,..,..,..,8.22,..
India,IND,"Coming up with emergency funds in 30 days: possible and not difficult at all, primary education or less (% ages 15+)",fin24a.3.d.5,..,..,..,6.2,..
India,IND,"Coming up with emergency funds in 30 days: possible and not difficult at all, rural (% age 15+)",fin24a.3.d.9,..,..,..,6.65,..
India,IND,"Coming up with emergency funds in 30 days: possible and not difficult at all, secondary education or more (% ages 15+)",fin24a.3.d.6,..,..,..,11.53,..
India,IND,"Coming up with emergency funds in 30 days: possible and not difficult at all, urban (% age 15+)",fin24a.3.d.10,..,..,..,9.39,..
India,IND,"Coming up with emergency funds in 30 days: possible and not difficult at all, young (% ages 15-24)",fin24a.3.d.3,..,..,..,9.51,..
India,IND,Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult (% age 15+),fin24a.32.d,..,..,..,31.28,..
India,IND,"Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, female (% age 15+)",fin24a.32.d.1,..,..,..,23.85,..
India,IND,"Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, in labor force (% age 15+)",fin24a.32.d.12,..,..,..,32.98,..
India,IND,"Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, income, poorest 40% (% ages 15+)",fin24a.32.d.7,..,..,..,14.23,..
India,IND,"Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, income, richest 60% (% ages 15+)",fin24a.32.d.8,..,..,..,42.63,..
India,IND,"Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, male (% age 15+)",fin24a.32.d.2,..,..,..,38.21,..
India,IND,"Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, older (% age 25+)",fin24a.32.d.4,..,..,..,29.02,..
India,IND,"Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, out of labor force (% age 15+)",fin24a.32.d.11,..,..,..,29.18,..
India,IND,"Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, primary education or less (% ages 15+)",fin24a.32.d.5,..,..,..,23.21,..
India,IND,"Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, rural (% age 15+)",fin24a.32.d.9,..,..,..,23.39,..
India,IND,"Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, secondary education or more (% ages 15+)",fin24a.32.d.6,..,..,..,48,..
India,IND,"Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, urban (% age 15+)",fin24a.32.d.10,..,..,..,40.37,..
India,IND,"Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, young (% ages 15-24)",fin24a.32.d.3,..,..,..,37.27,..
India,IND,Coming up with emergency funds in 30 days: possible and somewhat difficult (% age 15+),fin24a.2.d,..,..,..,23.36,..
India,IND,"Coming up with emergency funds in 30 days: possible and somewhat difficult, female (% age 15+)",fin24a.2.d.1,..,..,..,18.52,..
India,IND,"Coming up with emergency funds in 30 days: possible and somewhat difficult, in labor force (% age 15+)",fin24a.2.d.12,..,..,..,25.3,..
India,IND,"Coming up with emergency funds in 30 days: possible and somewhat difficult, income, poorest 40% (% ages 15+)",fin24a.2.d.7,..,..,..,11,..
India,IND,"Coming up with emergency funds in 30 days: possible and somewhat difficult, income, richest 60% (% ages 15+)",fin24a.2.d.8,..,..,..,31.58,..
India,IND,"Coming up with emergency funds in 30 days: possible and somewhat difficult, male (% age 15+)",fin24a.2.d.2,..,..,..,27.87,..
India,IND,"Coming up with emergency funds in 30 days: possible and somewhat difficult, older (% age 25+)",fin24a.2.d.4,..,..,..,21.7,..
India,IND,"Coming up with emergency funds in 30 days: possible and somewhat difficult, out of labor force (% age 15+)",fin24a.2.d.11,..,..,..,20.96,..
India,IND,"Coming up with emergency funds in 30 days: possible and somewhat difficult, primary education or less (% ages 15+)",fin24a.2.d.5,..,..,..,17.02,..
India,IND,"Coming up with emergency funds in 30 days: possible and somewhat difficult, rural (% age 15+)",fin24a.2.d.9,..,..,..,16.75,..
India,IND,"Coming up with emergency funds in 30 days: possible and somewhat difficult, secondary education or more (% ages 15+)",fin24a.2.d.6,..,..,..,36.47,..
India,IND,"Coming up with emergency funds in 30 days: possible and somewhat difficult, urban (% age 15+)",fin24a.2.d.10,..,..,..,30.98,..
India,IND,"Coming up with emergency funds in 30 days: possible and somewhat difficult, young (% ages 15-24)",fin24a.2.d.3,..,..,..,27.76,..
India,IND,Coming up with emergency funds in 30 days: possible and very difficult (% age 15+),fin24a.1.d,..,..,..,52.18,..
India,IND,"Coming up with emergency funds in 30 days: possible and very difficult, female (% age 15+)",fin24a.1.d.1,..,..,..,56.44,..
India,IND,"Coming up with emergency funds in 30 days: possible and very difficult, in labor force (% age 15+)",fin24a.1.d.12,..,..,..,54.19,..
India,IND,"Coming up with emergency funds in 30 days: possible and very difficult, income, poorest 40% (% ages 15+)",fin24a.1.d.7,..,..,..,63.95,..
India,IND,"Coming up with emergency funds in 30 days: possible and very difficult, income, richest 60% (% ages 15+)",fin24a.1.d.8,..,..,..,44.35,..
India,IND,"Coming up with emergency funds in 30 days: possible and very difficult, male (% age 15+)",fin24a.1.d.2,..,..,..,48.2,..
India,IND,"Coming up with emergency funds in 30 days: possible and very difficult, older (% age 25+)",fin24a.1.d.4,..,..,..,54.38,..
India,IND,"Coming up with emergency funds in 30 days: possible and very difficult, out of labor force (% age 15+)",fin24a.1.d.11,..,..,..,49.7,..
India,IND,"Coming up with emergency funds in 30 days: possible and very difficult, primary education or less (% ages 15+)",fin24a.1.d.5,..,..,..,57.56,..
India,IND,"Coming up with emergency funds in 30 days: possible and very difficult, rural (% age 15+)",fin24a.1.d.9,..,..,..,57.73,..
India,IND,"Coming up with emergency funds in 30 days: possible and very difficult, secondary education or more (% ages 15+)",fin24a.1.d.6,..,..,..,41.34,..
India,IND,"Coming up with emergency funds in 30 days: possible and very difficult, urban (% age 15+)",fin24a.1.d.10,..,..,..,45.79,..
India,IND,"Coming up with emergency funds in 30 days: possible and very difficult, young (% ages 15-24)",fin24a.1.d.3,..,..,..,46.33,..
India,IND,"Coming up with emergency funds in 30 days: possible, female (% age 15+)",fin24a.321.d.1,..,..,..,80.29,..
India,IND,"Coming up with emergency funds in 30 days: possible, in labor force (% age 15+)",fin24a.321.d.12,..,..,..,87.17,..
India,IND,"Coming up with emergency funds in 30 days: possible, income, poorest 40% (% ages 15+)",fin24a.321.d.7,..,..,..,78.18,..
India,IND,"Coming up with emergency funds in 30 days: possible, income, richest 60% (% ages 15+)",fin24a.321.d.8,..,..,..,86.98,..
India,IND,"Coming up with emergency funds in 30 days: possible, male (% age 15+)",fin24a.321.d.2,..,..,..,86.41,..
India,IND,"Coming up with emergency funds in 30 days: possible, older (% age 25+)",fin24a.321.d.4,..,..,..,83.41,..
India,IND,"Coming up with emergency funds in 30 days: possible, out of labor force (% age 15+)",fin24a.321.d.11,..,..,..,78.88,..
India,IND,"Coming up with emergency funds in 30 days: possible, primary education or less (% ages 15+)",fin24a.321.d.5,..,..,..,80.78,..
India,IND,"Coming up with emergency funds in 30 days: possible, rural (% age 15+)",fin24a.321.d.9,..,..,..,81.12,..
India,IND,"Coming up with emergency funds in 30 days: possible, secondary education or more (% ages 15+)",fin24a.321.d.6,..,..,..,89.34,..
India,IND,"Coming up with emergency funds in 30 days: possible, urban (% age 15+)",fin24a.321.d.10,..,..,..,86.16,..
India,IND,"Coming up with emergency funds in 30 days: possible, young (% ages 15-24)",fin24a.321.d.3,..,..,..,83.59,..
India,IND,Coming up with emergency funds in 7 days: possible (% age 15+),fin24b.321.d,..,..,..,78.21,..
India,IND,Coming up with emergency funds in 7 days: possible and not difficult (% age 15+),fin24b.3.d,..,..,..,5.24,..
India,IND,Coming up with emergency funds in 7 days: possible and not difficult or somewhat difficult (% age 15+),fin24b.32.d,..,..,..,19.88,..
India,IND,"Coming up with emergency funds in 7 days: possible and not difficult or somewhat difficult, female (% age 15+)",fin24b.32.d.1,..,..,..,16.53,..
India,IND,"Coming up with emergency funds in 7 days: possible and not difficult or somewhat difficult, in labor force (% age 15+)",fin24b.32.d.12,..,..,..,20.42,..
India,IND,"Coming up with emergency funds in 7 days: possible and not difficult or somewhat difficult, income, poorest 40% (% ages 15+)",fin24b.32.d.7,..,..,..,10.33,..
India,IND,"Coming up with emergency funds in 7 days: possible and not difficult or somewhat difficult, income, richest 60% (% ages 15+)",fin24b.32.d.8,..,..,..,26.24,..
India,IND,"Coming up with emergency funds in 7 days: possible and not difficult or somewhat difficult, male (% age 15+)",fin24b.32.d.2,..,..,..,23.01,..
India,IND,"Coming up with emergency funds in 7 days: possible and not difficult or somewhat difficult, older (% age 25+)",fin24b.32.d.4,..,..,..,18.04,..
India,IND,"Coming up with emergency funds in 7 days: possible and not difficult or somewhat difficult, out of labor force (% age 15+)",fin24b.32.d.11,..,..,..,19.22,..
India,IND,"Coming up with emergency funds in 7 days: possible and not difficult or somewhat difficult, primary education or less (% ages 15+)",fin24b.32.d.5,..,..,..,14.3,..
India,IND,"Coming up with emergency funds in 7 days: possible and not difficult or somewhat difficult, rural (% age 15+)",fin24b.32.d.9,..,..,..,16.03,..
India,IND,"Coming up with emergency funds in 7 days: possible and not difficult or somewhat difficult, secondary education or more (% ages 15+)",fin24b.32.d.6,..,..,..,31.41,..
India,IND,"Coming up with emergency funds in 7 days: possible and not difficult or somewhat difficult, urban (% age 15+)",fin24b.32.d.10,..,..,..,24.33,..
India,IND,"Coming up with emergency funds in 7 days: possible and not difficult or somewhat difficult, young (% ages 15-24)",fin24b.32.d.3,..,..,..,24.77,..
India,IND,"Coming up with emergency funds in 7 days: possible and not difficult, female (% age 15+)",fin24b.3.d.1,..,..,..,3.92,..
India,IND,"Coming up with emergency funds in 7 days: possible and not difficult, in labor force (% age 15+)",fin24b.3.d.12,..,..,..,5.05,..
India,IND,"Coming up with emergency funds in 7 days: possible and not difficult, income, poorest 40% (% ages 15+)",fin24b.3.d.7,..,..,..,1.8,..
