indicator,country,countryiso3code,date,value,unit,obs_status,decimal
"Fertility rate, total (births per woman)",Bangladesh,BGD,1969,6.806,,,1
"Fertility rate, total (births per woman)",Bangladesh,BGD,1968,6.791,,,1
"Fertility rate, total (births per woman)",Bangladesh,BGD,1967,6.79,,,1
"Fertility rate, total (births per woman)",Bangladesh,BGD,1966,6.766,,,1
"Fertility rate, total (births per woman)",Bangladesh,BGD,1965,6.771,,,1
"Fertility rate, total (births per woman)",Bangladesh,BGD,1964,6.785,,,1
"Fertility rate, total (births per woman)",Bangladesh,BGD,1963,6.798,,,1
"Fertility rate, total (births per woman)",Bangladesh,BGD,1962,6.806,,,1
"Fertility rate, total (births per woman)",Bangladesh,BGD,1961,6.78,,,1
"Fertility rate, total (births per woman)",Bangladesh,BGD,1960,6.742,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,2024,,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,2023,1.462,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,2022,1.478,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,2021,1.488,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,2020,1.502,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,2019,1.448,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,2018,1.517,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,2017,1.621,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,2016,1.738,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,2015,1.835,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,2014,1.923,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,2013,2.0,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,2012,2.068,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,2011,2.155,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,2010,2.252,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,2009,2.364,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,2008,2.481,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,2007,2.589,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,2006,2.66,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,2005,2.726,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,2004,2.781,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,2003,2.865,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,2002,3.012,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,2001,3.188,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,2000,3.378,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1999,3.607,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1998,3.853,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1997,4.088,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1996,4.369,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1995,4.624,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1994,4.866,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1993,5.072,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1992,5.267,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1991,5.451,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1990,5.604,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1989,5.757,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1988,5.88,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1987,5.999,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1986,6.103,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1985,6.176,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1984,6.262,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1983,6.336,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1982,6.402,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1981,6.46,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1980,6.511,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1979,6.553,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1978,6.584,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1977,6.605,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1976,6.616,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1975,6.62,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1974,6.618,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1973,6.633,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1972,6.639,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1971,6.643,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1970,6.65,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1969,6.658,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1968,6.664,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1967,6.669,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1966,6.674,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1965,6.679,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1964,6.682,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1963,6.687,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1962,6.692,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1961,6.698,,,1
"Fertility rate, total (births per woman)",Bhutan,BTN,1960,6.704,,,1
"Fertility rate, total (births per woman)",India,IND,2024,,,,1
"Fertility rate, total (births per woman)",India,IND,2023,1.975,,,1
"Fertility rate, total (births per woman)",India,IND,2022,1.994,,,1
"Fertility rate, total (births per woman)",India,IND,2021,2.014,,,1
"Fertility rate, total (births per woman)",India,IND,2020,2.047,,,1
"Fertility rate, total (births per woman)",India,IND,2019,2.12,,,1
"Fertility rate, total (births per woman)",India,IND,2018,2.184,,,1
"Fertility rate, total (births per woman)",India,IND,2017,2.193,,,1
"Fertility rate, total (births per woman)",India,IND,2016,2.284,,,1
"Fertility rate, total (births per woman)",India,IND,2015,2.289,,,1
"Fertility rate, total (births per woman)",India,IND,2014,2.293,,,1
"Fertility rate, total (births per woman)",India,IND,2013,2.399,,,1
"Fertility rate, total (births per woman)",India,IND,2012,2.47,,,1
"Fertility rate, total (births per woman)",India,IND,2011,2.532,,,1
"Fertility rate, total (births per woman)",India,IND,2010,2.598,,,1
"Fertility rate, total (births per woman)",India,IND,2009,2.674,,,1
"Fertility rate, total (births per woman)",India,IND,2008,2.711,,,1
"Fertility rate, total (births per woman)",India,IND,2007,2.775,,,1
"Fertility rate, total (births per woman)",India,IND,2006,2.867,,,1
"Fertility rate, total (births per woman)",India,IND,2005,2.958,,,1
"Fertility rate, total (births per woman)",India,IND,2004,3.046,,,1
"Fertility rate, total (births per woman)",India,IND,2003,3.122,,,1
"Fertility rate, total (births per woman)",India,IND,2002,3.217,,,1
"Fertility rate, total (births per woman)",India,IND,2001,3.303,,,1
"Fertility rate, total (births per woman)",India,IND,2000,3.35,,,1
"Fertility rate, total (births per woman)",India,IND,1999,3.383,,,1
"Fertility rate, total (births per woman)",India,IND,1998,3.446,,,1
"Fertility rate, total (births per woman)",India,IND,1997,3.514,,,1
"Fertility rate, total (births per woman)",India,IND,1996,3.582,,,1
"Fertility rate, total (births per woman)",India,IND,1995,3.651,,,1
"Fertility rate, total (births per woman)",India,IND,1994,3.723,,,1
"Fertility rate, total (births per woman)",India,IND,1993,3.799,,,1
"Fertility rate, total (births per woman)",India,IND,1992,3.877,,,1
"Fertility rate, total (births per woman)",India,IND,1991,3.959,,,1
"Fertility rate, total (births per woman)",India,IND,1990,4.045,,,1
"Fertility rate, total (births per woman)",India,IND,1989,4.132,,,1
"Fertility rate, total (births per woman)",India,IND,1988,4.222,,,1
"Fertility rate, total (births per woman)",India,IND,1987,4.311,,,1
"Fertility rate, total (births per woman)",India,IND,1986,4.399,,,1
"Fertility rate, total (births per woman)",India,IND,1985,4.432,,,1
"Fertility rate, total (births per woman)",India,IND,1984,4.516,,,1
"Fertility rate, total (births per woman)",India,IND,1983,4.565,,,1
"Fertility rate, total (births per woman)",India,IND,1982,4.62,,,1
"Fertility rate, total (births per woman)",India,IND,1981,4.698,,,1
"Fertility rate, total (births per woman)",India,IND,1980,4.775,,,1
"Fertility rate, total (births per woman)",India,IND,1979,4.808,,,1
"Fertility rate, total (births per woman)",India,IND,1978,4.888,,,1
"Fertility rate, total (births per woman)",India,IND,1977,5.007,,,1
"Fertility rate, total (births per woman)",India,IND,1976,5.13,,,1
"Fertility rate, total (births per woman)",India,IND,1975,5.195,,,1
"Fertility rate, total (births per woman)",India,IND,1974,5.325,,,1
"Fertility rate, total (births per woman)",India,IND,1973,5.402,,,1
"Fertility rate, total (births per woman)",India,IND,1972,5.482,,,1
"Fertility rate, total (births per woman)",India,IND,1971,5.565,,,1
"Fertility rate, total (births per woman)",India,IND,1970,5.624,,,1
"Fertility rate, total (births per woman)",India,IND,1969,5.684,,,1
"Fertility rate, total (births per woman)",India,IND,1968,5.76,,,1
"Fertility rate, total (births per woman)",India,IND,1967,5.825,,,1
"Fertility rate, total (births per woman)",India,IND,1966,5.881,,,1
"Fertility rate, total (births per woman)",India,IND,1965,5.941,,,1
"Fertility rate, total (births per woman)",India,IND,1964,5.979,,,1
"Fertility rate, total (births per woman)",India,IND,1963,5.969,,,1
"Fertility rate, total (births per woman)",India,IND,1962,5.953,,,1
"Fertility rate, total (births per woman)",India,IND,1961,5.937,,,1
"Fertility rate, total (births per woman)",India,IND,1960,5.921,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2024,,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2023,1.974,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2022,1.984,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2021,1.995,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2020,2.007,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2019,2.022,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2018,2.033,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2017,2.044,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2016,2.062,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2015,2.09,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2014,2.134,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2013,2.178,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2012,2.173,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2011,2.144,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2010,2.134,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2009,2.179,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2008,2.232,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2007,2.295,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2006,2.292,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2005,2.263,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2004,2.271,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2003,2.301,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2002,2.31,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2001,2.283,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,2000,2.213,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1999,2.142,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1998,2.136,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1997,2.215,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1996,2.285,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1995,2.353,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1994,2.405,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1993,2.438,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1992,2.487,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1991,2.514,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1990,2.541,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1989,2.578,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1988,2.565,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1987,2.644,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1986,2.743,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1985,2.895,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1984,3.006,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1983,3.114,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1982,3.32,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1981,3.649,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1980,3.725,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1979,3.822,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1978,3.81,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1977,3.741,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1976,3.783,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1975,3.816,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1974,3.855,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1973,4.001,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1972,4.156,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1971,4.266,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1970,4.387,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1969,4.499,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1968,4.658,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1967,4.787,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1966,4.828,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1965,4.934,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1964,5.057,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1963,5.118,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1962,5.177,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1961,5.24,,,1
"Fertility rate, total (births per woman)",Sri Lanka,LKA,1960,5.352,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,2024,,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,2023,1.984,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,2022,2.002,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,2021,2.025,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,2020,2.051,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,2019,2.08,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,2018,2.12,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,2017,2.173,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,2016,2.226,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,2015,2.273,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,2014,2.319,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,2013,2.36,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,2012,2.42,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,2011,2.462,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,2010,2.541,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,2009,2.63,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,2008,2.737,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,2007,2.857,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,2006,2.967,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,2005,3.115,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,2004,3.279,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,2003,3.439,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,2002,3.604,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,2001,3.793,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,2000,3.984,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1999,4.13,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1998,4.275,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1997,4.442,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1996,4.668,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1995,4.869,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1994,4.964,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1993,5.042,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1992,5.074,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1991,5.151,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1990,5.211,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1989,5.258,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1988,5.307,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1987,5.348,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1986,5.4,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1985,5.457,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1984,5.509,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1983,5.536,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1982,5.549,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1981,5.576,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1980,5.603,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1979,5.644,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1978,5.676,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1977,5.688,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1976,5.717,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1975,5.733,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1974,5.75,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1973,5.701,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1972,5.801,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1971,5.845,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1970,5.869,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1969,5.893,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1968,5.944,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1967,5.954,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1966,5.98,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1965,6.007,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1964,6.043,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1963,6.056,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1962,6.082,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1961,6.093,,,1
"Fertility rate, total (births per woman)",Nepal,NPL,1960,6.069,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,2024,,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,2023,3.605,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,2022,3.662,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,2021,3.72,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,2020,3.765,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,2019,3.81,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,2018,3.855,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,2017,3.9,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,2016,3.902,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,2015,3.988,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,2014,4.055,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,2013,4.125,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,2012,4.204,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,2011,4.305,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,2010,4.398,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,2009,4.465,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,2008,4.515,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,2007,4.554,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,2006,4.589,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,2005,4.595,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,2004,4.685,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,2003,4.894,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,2002,5.012,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,2001,5.182,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,2000,5.352,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,1999,5.462,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,1998,5.507,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,1997,5.642,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,1996,5.771,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,1995,5.894,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,1994,6.008,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,1993,6.112,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,1992,6.207,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,1991,6.291,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,1990,6.364,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,1989,6.425,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,1988,6.476,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,1987,6.518,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,1986,6.554,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,1985,6.585,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,1984,6.615,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,1983,6.644,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,1982,6.674,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,1981,6.704,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,1980,6.734,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,1979,6.761,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,1978,6.783,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,1977,6.799,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,1976,6.808,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,1975,6.812,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,1974,6.811,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,1973,6.808,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,1972,6.805,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,1971,6.802,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,1970,6.801,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,1969,6.8,,,1
"Fertility rate, total (births per woman)",Pakistan,PAK,1968,6.8,,,1
