areaCode,year,FarmCredit,ICTPolicy,ProductionValue,ProcessingValue,Fertilizer
KAZ,2011,,,,574222.2,
KAZ,2011,,,,3217.61734,
KAZ,2012,,,,638465.2,
KAZ,2012,,,,3357.775195,
KAZ,2013,,,,833689.0,
KAZ,2013,,,,4051.870918,
KAZ,2014,,,,967958.6,
KAZ,2014,,,,4468.794594,
KAZ,2015,,,,989302.7,
KAZ,2015,,,,4461.778453,
KAZ,2016,,,,1201229.300285,
KAZ,2016,,,,4352.887743,
KAZ,2017,,,,1360336.2,
KAZ,2017,,,,4556.637665,
KAZ,2018,,,,1456414.2,
KAZ,2018,,,,4426.047454,
KAZ,2019,,,,1659738.7,
KAZ,2019,,,,4730.26991,
KAZ,2020,,,,1922610.46429,
KAZ,2020,,,,4919.581766,
KAZ,2021,,10.8025,,2378332.997066,
KAZ,2021,,10.8025,,5151.175499,
KAZ,2023,,10.8025,,,
KGZ,2000,,,,,21.5332
KGZ,2001,,,,,20.5491
KGZ,2002,,,,,7.05056
KGZ,2003,,,,,24.7106
KGZ,2021,,12.6543,,,
KGZ,2023,,13.5802,,,
KHM,2000,,,5058301.03,,
KHM,2001,,,5365367.37,,
KHM,2002,,,5223621.46,,6.93728
KHM,2003,,,5925844.45,,5.48375
KHM,2004,24.642651,,6300676.07,,6.81228
KHM,2005,24.849551,,7909157.73,,
KHM,2006,50.976097,,8972385.58,,
KHM,2007,98.227114,,10406315.9,,
KHM,2008,148.006603,,13745090.15,,
KHM,2009,198.247836,,14420008.4,,
KHM,2010,239.660505,,15938294.82,,
KHM,2011,411.772325,,17993541.66,,
KHM,2012,591.808333,,18999437.41,,
KHM,2013,741.766174,,19376281.3,,
KHM,2014,970.962032,,19469880.7,,
KHM,2015,1223.686074,,19516018.41,,
KHM,2016,1458.662745,,20101402.28,,
KHM,2017,1625.968197,,20985704.59,,
KHM,2018,1679.807083,,21912637.31,,
KHM,2019,1706.541273,,22785967.41,,
KHM,2020,2142.095004,,24033610.76,,
KHM,2021,2758.956887,7.25309,25247839.2,,
KHM,2022,3218.642022,,26905198.719083,,
KHM,2023,3878.954331,11.1111,28731088.0,,
KOR,2000,,,,12367535.162947,455.959
KOR,2001,,,,12326229.656724,424.276
KOR,2002,,,,13259776.600662,417.97
KOR,2003,,,,13226541.030963,427.047
KOR,2004,,,,15157530.383219,
KOR,2005,,,,15028181.02579,
KOR,2006,,,,14660762.188609,
KOR,2007,,,,16914168.563619,
KOR,2021,,17.5941,,,
KOR,2023,,17.5941,,,
KWT,2000,,,,,62.9
KWT,2001,,,,,80.4615
KWT,2002,,,,,83.3333
KWT,2003,,,,,83.3333
KWT,2021,,8.02469,,,
KWT,2023,,9.5679,,,
LAO,2000,,,,,6.52609
LAO,2001,,,,,12.6629
LAO,2002,,,,,10.7333
LAO,2003,,,,,3.55432
LAO,2015,,,,3190534.639209,
LAO,2015,,,,391.57726,
LAO,2016,,,,3337727.463655,
LAO,2016,,,,403.878013,
LAO,2017,,,,3499695.007039,
LAO,2017,,,,421.765467,
LAO,2021,,8.64198,,,
LAO,2023,,8.64198,,,
LBN,2000,,,,,405.093
LBN,2001,,,,,488.142
LBN,2002,,,,,263.4
LBN,2003,,,,,307.879
LBN,2021,,7.09877,,,
LBN,2023,,7.09877,,,
LKA,2000,,,,,269.907
LKA,2001,,,,,266.45
LKA,2002,,,,,304.563
LKA,2003,,,,,259.184
LKA,2013,,,,444204.465493,
LKA,2014,,,,569142.845475,
LKA,2015,,,,429843.439225,
LKA,2016,,,,514728.949504,
LKA,2017,,,,574218.945771,
LKA,2018,,,,718893.264644,
LKA,2019,,,,777651.133459,
LKA,2020,,,,770635.374566,
LKA,2021,,12.963,,956914.19603,
LKA,2023,,12.963,,,
MDV,2002,,,,,6.0
MDV,2003,,,,,8.0
MDV,2021,,3.39506,,,
MDV,2023,,4.32099,,,
MMR,2000,,,,,20.7589
MMR,2001,,,,,9.57958
MMR,2002,,,,,4.2901
MMR,2003,,,,,10.309
MMR,2021,,4.62963,,,
MMR,2023,,9.5679,,,
MNG,2000,,,,,2.89381
MNG,2001,,,,,2.72028
MNG,2002,,,,,3.77378
MNG,2003,,,,35332.987967,3.40503
MNG,2003,,,,142.625056,3.40503
MNG,2004,,,,45033.172913,
MNG,2004,,,,159.635266,
MNG,2005,,,,64126.476431,
MNG,2005,,,,135.83766,
MNG,2006,,,,100608.258565,
MNG,2006,,,,190.335671,
MNG,2007,,,,137677.199142,
MNG,2007,,,,234.407906,
MNG,2008,,,,219460.789093,
MNG,2008,,,,277.909476,
MNG,2009,,,,304324.012499,
MNG,2009,,,,352.874332,
MNG,2010,,,,332514.336868,
MNG,2010,,,,324.573161,
MNG,2011,,,,382853.758891,
MNG,2011,,,,287.712913,
MNG,2012,,,,296691.691182,
MNG,2012,,,,180.842663,
MNG,2013,,,,463416.512728,
MNG,2013,,,,232.537821,
MNG,2014,,,,467841.128251,
MNG,2014,,,,209.652261,
MNG,2015,,,,996189.105121,
MNG,2015,,,,505.600401,
MNG,2016,,,,917175.996938,
MNG,2016,,,,434.883636,
MNG,2017,,,,1079917.441112,
MNG,2017,,,,492.115334,
MNG,2018,,,,1366542.082286,
MNG,2018,,,,625.906102,
MNG,2019,,,,1660789.891544,
MNG,2019,,,,678.425728,
MNG,2020,,,,1855883.353927,
MNG,2020,,,,722.185906,
MNG,2021,,10.1852,,1978227.981844,
MNG,2021,,10.1852,,715.903968,
MNG,2023,,10.8025,,,
MYS,2000,,,,,1367.88
MYS,2001,,,,,1289.3
MYS,2002,,,,,1183.45
MYS,2003,,,,,1235.83
MYS,2005,,,,13318.363946,
MYS,2005,,,,4150.898992,
MYS,2006,,,,14047.230239,
MYS,2006,,,,4281.45854,
MYS,2007,,,,15285.060073,
MYS,2007,,,,4546.634867,
MYS,2008,,,,20583.320409,
MYS,2008,,,,5670.285079,
MYS,2009,,,,18675.670173,
MYS,2009,,,,5219.842709,
MYS,2010,,,,21917.680119,
MYS,2010,,,,6042.074974,
MYS,2011,,,,24209.157276,
MYS,2011,,,,6370.618862,
MYS,2012,,,,27801.23543,
MYS,2012,,,,7227.174886,
MYS,2013,,,,28782.128037,
MYS,2013,,,,7473.774805,
MYS,2014,,,,34885.363545,
MYS,2014,,,,8835.646447,
MYS,2015,,,,30884.391349,
MYS,2015,,,,7907.921974,
MYS,2016,,,,32063.41577,
MYS,2016,,,,8255.100118,
MYS,2017,,,,35568.491298,
MYS,2017,,,,8823.738589,
MYS,2018,,,,34965.809629,
MYS,2018,,,,8756.684833,
MYS,2019,,,,35517.917581,
MYS,2019,,,,8881.507353,
MYS,2020,,,,37946.237106,
MYS,2020,,,,9479.399081,
MYS,2021,,16.6667,,43614.950394,
MYS,2021,,16.6667,,10383.838331,
MYS,2023,,19.7531,,,
NPL,2000,,,,,31.017
NPL,2001,,,,,30.7966
NPL,2002,,,,,16.6809
NPL,2003,,,,,5.05875
NPL,2021,,3.7037,,,
NPL,2023,,3.7037,,,
OMN,2000,,,,,185.677
OMN,2001,,,,,335.613
OMN,2002,,,,,388.195
OMN,2003,,,,,205.157
OMN,2011,,,,221.257337,
OMN,2012,,,,191.272178,
OMN,2013,,,,174.886551,
OMN,2014,,,,143.817907,
OMN,2015,,,,263.591075,
OMN,2016,,,,266.943721,
OMN,2017,,,,233.719789,
OMN,2018,,,,227.529496,
OMN,2019,,,,193.388373,
OMN,2020,,,,173.488795,
OMN,2021,,11.7284,,,
OMN,2023,,17.284,,,
PAK,2000,,,,,95.4414
PAK,2001,,,,,94.0719
PAK,2002,,,,,97.7848
PAK,2003,,,,,100.97
PAK,2016,,,,735372.084608,
PAK,2017,,,,805217.217199,
PAK,2018,,,,911422.075217,
PAK,2021,,17.5926,,,
PAK,2023,,16.6667,,,
PHL,2000,,,,,145.918
PHL,2001,,,,,156.785
PHL,2002,,,,,139.34
PHL,2003,,,,,166.996
PHL,2021,,14.8148,,,
PHL,2023,,18.8272,,,
PRK,2000,,,,,111.304
PRK,2001,,,,,122.348
PRK,2002,,,,,53.8643
PRK,2003,,,,,44.7891
PSE,2002,,,,,212.179
PSE,2003,,,,,198.751
PSE,2021,,1.23457,,,
PSE,2023,,2.16049,,,
QAT,2000,,,,,38.4615
QAT,2001,,,,,67.6692
QAT,2002,,,,,118.976
QAT,2003,,,,,75.7576
QAT,2021,,15.1235,,,
QAT,2023,,17.284,,,
SAU,2000,,,,,107.071
SAU,2001,,,,,106.669
SAU,2002,,,,,101.857
SAU,2003,,,,,106.787
SAU,2021,,16.6667,,,
SAU,2023,,16.6667,,,
SGP,2000,,,,1091.093548,3005.0
SGP,2001,,,,1177.788276,2353.0
SGP,2002,,,,1136.047551,101.88
SGP,2003,,,,1139.352064,128.333
SGP,2004,,,,1332.262778,
SGP,2005,,,,1322.275152,
SGP,2006,,,,1432.916897,
SGP,2007,,,,1472.495072,
SGP,2008,,,,1766.770835,
SGP,2009,,,,2084.453974,
SGP,2010,,,,2623.801212,
SGP,2011,,,,2998.162741,
SGP,2012,,,,3339.571095,
SGP,2013,,,,3253.3418,
SGP,2014,,,,3845.350169,
SGP,2015,,,,4177.23261,
SGP,2016,,,,4157.115529,
SGP,2017,,,,4439.240621,
SGP,2018,,,,4164.04313,
SGP,2019,,,,4755.203045,
SGP,2020,,,,4231.90406,
SGP,2021,,18.8272,,5276.284109,
SGP,2023,,21.2963,,,
SYR,2000,,,,,80.4712
SYR,2001,,,,,64.581
SYR,2002,,,,,69.9184
SYR,2003,,,,,75.8486
SYR,2021,,2.46914,,,
SYR,2023,,3.08642,,,
THA,2000,,,,,88.3104
THA,2001,,,,,94.9415
THA,2002,,,,,100.001
THA,2003,,,,,126.544
THA,2016,,,,756372.443911,
THA,2017,,,,821267.52633,
THA,2018,,,,858471.778489,
THA,2021,,18.8272,,,
THA,2023,,18.8272,,,
TJK,2000,,,,,11.352
TJK,2001,,,,,15.4534
TJK,2002,,,,,40.9792
TJK,2003,,,,,22.6678
TJK,2021,,6.48148,,,
TJK,2023,,6.48148,,,
TKM,2000,,,,,62.8766
TKM,2001,,,,,70.0017
TKM,2002,,,,,67.2074
TKM,2003,,,,,69.7712
TKM,2021,,9.25926,,,
TKM,2023,,9.25926,,,
TLS,2002,,,,,0.15495
TLS,2003,,,,,0.0262626
TLS,2021,,1.54321,,,
TLS,2023,,3.08642,,,
TUR,2000,,,,,87.6694
TUR,2001,,,,,70.1918
TUR,2002,,,,,72.7959
TUR,2003,,,,,84.2947
TUR,2021,,11.8827,,,
TUR,2023,,12.3457,,,
UZB,2000,,,,,163.214
UZB,2001,,,,,160.745
UZB,2002,,,,,160.348
UZB,2003,,,,,155.906
UZB,2013,,,,4182863.5,
UZB,2014,,,,5724484.4,
UZB,2015,,,,7847207.0,
UZB,2016,,,,9063541.9,
UZB,2017,,,,8988831.3,
UZB,2018,,,,9732774.528255,
UZB,2019,,,,13071210.194028,
UZB,2020,,,,15203653.059946,
UZB,2021,,4.01235,,18935059.198483,
UZB,2023,,5.8642,,,
VNM,2000,,,,,365.645
VNM,2001,,,,,286.735
VNM,2002,,,,,295.488
VNM,2003,,,,,332.929
VNM,2021,,6.17284,,,
VNM,2023,,7.09877,,,
YEM,2000,,,,,9.83689
YEM,2001,,,,,11.1187
YEM,2002,,,,,8.19788
YEM,2003,,,,,4.49681
YEM,2021,,1.85185,,,
YEM,2023,,1.85185,,,
